micro_skill_id,parent_skill_id,official_code,main_unit,subunit,skill_name,question_type,focus,item_pattern,common_error,difficulty,age_fit,naming_note
G04-N-ADDSUB-01-V1,G04-N-ADDSUB-01,N-4-1,大數與位值,一億以內的數,大數加減,表徵轉換,大數直式加減與生活量應用；第二層：在文字、算式、圖形、數線、表格與實物間轉換,看圖列式、圖表/數線題,轉換時失去數量或幾何關係,3,G4適齡,MathAI原創語義分類
G04-N-ADDSUB-01-A1,G04-N-ADDSUB-01,N-4-1,大數與位值,一億以內的數,大數加減,情境應用,大數直式加減與生活量應用；第二層：在距離、時間、面積、購物、統計等情境解題,生活文字題,抓錯總量、單位量、中間量或條件,3,G4適齡,MathAI原創語義分類
G04-N-ADDSUB-01-R1,G04-N-ADDSUB-01,N-4-1,大數與位值,一億以內的數,大數加減,逆向未知,大數直式加減與生活量應用；第二層：由結果反求未知數、邊長、角度、份數或時間,反求、缺項、驗算,只會正向計算，無法反推,4,G4適齡,MathAI原創語義分類
G04-N-MUL1-01-C1,G04-N-MUL1-01,N-4-2,整數乘除,乘法,四位數乘一位數,概念辨識,多位數乘一位數含進位與0；第二層：辨認定義、位值、單位、圖形性質或數量角色,指認、分類、判斷,混淆核心定義、類別或單位,1,G4適齡,MathAI原創語義分類
G04-N-MUL1-01-M1,G04-N-MUL1-01,N-4-2,整數乘除,乘法,四位數乘一位數,操作建構,多位數乘一位數含進位與0；第二層：以量角器、方格、數線、積木、圖形操作建立概念,操作、作圖、拖拉、量測,只套公式而未理解表徵/操作,2,G4適齡,MathAI原創語義分類
G04-N-MUL1-01-P1,G04-N-MUL1-01,N-4-2,整數乘除,乘法,四位數乘一位數,標準程序,多位數乘一位數含進位與0；第二層：依標準步驟完成直式、公式、換算、作圖或讀表,標準計算/作圖,位值、估商、公式或步驟錯誤,2,G4適齡,MathAI原創語義分類
G04-N-MUL1-01-V1,G04-N-MUL1-01,N-4-2,整數乘除,乘法,四位數乘一位數,表徵轉換,多位數乘一位數含進位與0；第二層：在文字、算式、圖形、數線、表格與實物間轉換,看圖列式、圖表/數線題,轉換時失去數量或幾何關係,3,G4適齡,MathAI原創語義分類
G04-N-MUL1-01-A1,G04-N-MUL1-01,N-4-2,整數乘除,乘法,四位數乘一位數,情境應用,多位數乘一位數含進位與0；第二層：在距離、時間、面積、購物、統計等情境解題,生活文字題,抓錯總量、單位量、中間量或條件,3,G4適齡,MathAI原創語義分類
G04-N-MUL2-01-C1,G04-N-MUL2-01,N-4-2,整數乘除,乘法,一二位數乘二位數,概念辨識,以部分積理解二位數乘法；第二層：辨認定義、位值、單位、圖形性質或數量角色,指認、分類、判斷,混淆核心定義、類別或單位,1,G4適齡,MathAI原創語義分類
G04-N-MUL2-01-M1,G04-N-MUL2-01,N-4-2,整數乘除,乘法,一二位數乘二位數,操作建構,以部分積理解二位數乘法；第二層：以量角器、方格、數線、積木、圖形操作建立概念,操作、作圖、拖拉、量測,只套公式而未理解表徵/操作,2,G4適齡,MathAI原創語義分類
G04-N-MUL2-01-P1,G04-N-MUL2-01,N-4-2,整數乘除,乘法,一二位數乘二位數,標準程序,以部分積理解二位數乘法；第二層：依標準步驟完成直式、公式、換算、作圖或讀表,標準計算/作圖,位值、估商、公式或步驟錯誤,2,G4適齡,MathAI原創語義分類
G04-N-MUL2-01-V1,G04-N-MUL2-01,N-4-2,整數乘除,乘法,一二位數乘二位數,表徵轉換,以部分積理解二位數乘法；第二層：在文字、算式、圖形、數線、表格與實物間轉換,看圖列式、圖表/數線題,轉換時失去數量或幾何關係,3,G4適齡,MathAI原創語義分類
G04-N-MUL2-01-A1,G04-N-MUL2-01,N-4-2,整數乘除,乘法,一二位數乘二位數,情境應用,以部分積理解二位數乘法；第二層：在距離、時間、面積、購物、統計等情境解題,生活文字題,抓錯總量、單位量、中間量或條件,3,G4適齡,MathAI原創語義分類
G04-N-MUL2-01-R1,G04-N-MUL2-01,N-4-2,整數乘除,乘法,一二位數乘二位數,逆向未知,以部分積理解二位數乘法；第二層：由結果反求未知數、邊長、角度、份數或時間,反求、缺項、驗算,只會正向計算，無法反推,4,G4適齡,MathAI原創語義分類
G04-N-MUL4X2-01-C1,G04-N-MUL4X2-01,N-4-2,整數乘除,乘法,三四位數乘二位數,概念辨識,熟練多位數乘二位數直式；第二層：辨認定義、位值、單位、圖形性質或數量角色,指認、分類、判斷,混淆核心定義、類別或單位,1,G4適齡,MathAI原創語義分類
G04-N-MUL4X2-01-M1,G04-N-MUL4X2-01,N-4-2,整數乘除,乘法,三四位數乘二位數,操作建構,熟練多位數乘二位數直式；第二層：以量角器、方格、數線、積木、圖形操作建立概念,操作、作圖、拖拉、量測,只套公式而未理解表徵/操作,2,G4適齡,MathAI原創語義分類
G04-N-MUL4X2-01-P1,G04-N-MUL4X2-01,N-4-2,整數乘除,乘法,三四位數乘二位數,標準程序,熟練多位數乘二位數直式；第二層：依標準步驟完成直式、公式、換算、作圖或讀表,標準計算/作圖,位值、估商、公式或步驟錯誤,2,G4適齡,MathAI原創語義分類
G04-N-MUL4X2-01-V1,G04-N-MUL4X2-01,N-4-2,整數乘除,乘法,三四位數乘二位數,表徵轉換,熟練多位數乘二位數直式；第二層：在文字、算式、圖形、數線、表格與實物間轉換,看圖列式、圖表/數線題,轉換時失去數量或幾何關係,3,G4適齡,MathAI原創語義分類
G04-N-MUL4X2-01-A1,G04-N-MUL4X2-01,N-4-2,整數乘除,乘法,三四位數乘二位數,情境應用,熟練多位數乘二位數直式；第二層：在距離、時間、面積、購物、統計等情境解題,生活文字題,抓錯總量、單位量、中間量或條件,3,G4適齡,MathAI原創語義分類
G04-N-MUL4X2-01-R1,G04-N-MUL4X2-01,N-4-2,整數乘除,乘法,三四位數乘二位數,逆向未知,熟練多位數乘二位數直式；第二層：由結果反求未知數、邊長、角度、份數或時間,反求、缺項、驗算,只會正向計算，無法反推,4,G4適齡,MathAI原創語義分類
G04-N-MUL4X2-01-T1,G04-N-MUL4X2-01,N-4-2,整數乘除,乘法,三四位數乘二位數,條件變形,熟練多位數乘二位數直式；第二層：加入多步驟、跨表徵、0、餘數、複名數或干擾條件,進階變形,忽略限制條件、中間量或合理性,4,G4適齡,MathAI原創語義分類
G04-N-DIV4X1-01-C1,G04-N-DIV4X1-01,N-4-2,整數乘除,除法,四位數除一位數,概念辨識,商位值、估商與驗算；第二層：辨認定義、位值、單位、圖形性質或數量角色,指認、分類、判斷,混淆核心定義、類別或單位,1,G4適齡,MathAI原創語義分類
G04-N-DIV4X1-01-M1,G04-N-DIV4X1-01,N-4-2,整數乘除,除法,四位數除一位數,操作建構,商位值、估商與驗算；第二層：以量角器、方格、數線、積木、圖形操作建立概念,操作、作圖、拖拉、量測,只套公式而未理解表徵/操作,2,G4適齡,MathAI原創語義分類
G04-N-DIV4X1-01-P1,G04-N-DIV4X1-01,N-4-2,整數乘除,除法,四位數除一位數,標準程序,商位值、估商與驗算；第二層：依標準步驟完成直式、公式、換算、作圖或讀表,標準計算/作圖,位值、估商、公式或步驟錯誤,2,G4適齡,MathAI原創語義分類
G04-N-DIV4X1-01-V1,G04-N-DIV4X1-01,N-4-2,整數乘除,除法,四位數除一位數,表徵轉換,商位值、估商與驗算；第二層：在文字、算式、圖形、數線、表格與實物間轉換,看圖列式、圖表/數線題,轉換時失去數量或幾何關係,3,G4適齡,MathAI原創語義分類
G04-N-DIV4X1-01-A1,G04-N-DIV4X1-01,N-4-2,整數乘除,除法,四位數除一位數,情境應用,商位值、估商與驗算；第二層：在距離、時間、面積、購物、統計等情境解題,生活文字題,抓錯總量、單位量、中間量或條件,3,G4適齡,MathAI原創語義分類
G04-N-DIV4X1-01-R1,G04-N-DIV4X1-01,N-4-2,整數乘除,除法,四位數除一位數,逆向未知,商位值、估商與驗算；第二層：由結果反求未知數、邊長、角度、份數或時間,反求、缺項、驗算,只會正向計算，無法反推,4,G4適齡,MathAI原創語義分類
G04-N-DIV2X2-01-C1,G04-N-DIV2X2-01,N-4-2,整數乘除,除法,二位數除二位數,概念辨識,理解估商與餘數；第二層：辨認定義、位值、單位、圖形性質或數量角色,指認、分類、判斷,混淆核心定義、類別或單位,1,G4適齡,MathAI原創語義分類
G04-N-DIV2X2-01-M1,G04-N-DIV2X2-01,N-4-2,整數乘除,除法,二位數除二位數,操作建構,理解估商與餘數；第二層：以量角器、方格、數線、積木、圖形操作建立概念,操作、作圖、拖拉、量測,只套公式而未理解表徵/操作,2,G4適齡,MathAI原創語義分類
G04-N-DIV2X2-01-P1,G04-N-DIV2X2-01,N-4-2,整數乘除,除法,二位數除二位數,標準程序,理解估商與餘數；第二層：依標準步驟完成直式、公式、換算、作圖或讀表,標準計算/作圖,位值、估商、公式或步驟錯誤,2,G4適齡,MathAI原創語義分類
G04-N-DIV2X2-01-V1,G04-N-DIV2X2-01,N-4-2,整數乘除,除法,二位數除二位數,表徵轉換,理解估商與餘數；第二層：在文字、算式、圖形、數線、表格與實物間轉換,看圖列式、圖表/數線題,轉換時失去數量或幾何關係,3,G4適齡,MathAI原創語義分類
G04-N-DIV2X2-01-A1,G04-N-DIV2X2-01,N-4-2,整數乘除,除法,二位數除二位數,情境應用,理解估商與餘數；第二層：在距離、時間、面積、購物、統計等情境解題,生活文字題,抓錯總量、單位量、中間量或條件,3,G4適齡,MathAI原創語義分類
G04-N-DIV2X2-01-R1,G04-N-DIV2X2-01,N-4-2,整數乘除,除法,二位數除二位數,逆向未知,理解估商與餘數；第二層：由結果反求未知數、邊長、角度、份數或時間,反求、缺項、驗算,只會正向計算，無法反推,4,G4適齡,MathAI原創語義分類
G04-N-DIV4X2-01-C1,G04-N-DIV4X2-01,N-4-2,整數乘除,除法,三四位數除二位數,概念辨識,以估商、乘回、相減完成直式；第二層：辨認定義、位值、單位、圖形性質或數量角色,指認、分類、判斷,混淆核心定義、類別或單位,1,G4適齡,MathAI原創語義分類
G04-N-DIV4X2-01-M1,G04-N-DIV4X2-01,N-4-2,整數乘除,除法,三四位數除二位數,操作建構,以估商、乘回、相減完成直式；第二層：以量角器、方格、數線、積木、圖形操作建立概念,操作、作圖、拖拉、量測,只套公式而未理解表徵/操作,2,G4適齡,MathAI原創語義分類
G04-N-DIV4X2-01-P1,G04-N-DIV4X2-01,N-4-2,整數乘除,除法,三四位數除二位數,標準程序,以估商、乘回、相減完成直式；第二層：依標準步驟完成直式、公式、換算、作圖或讀表,標準計算/作圖,位值、估商、公式或步驟錯誤,2,G4適齡,MathAI原創語義分類
G04-N-DIV4X2-01-V1,G04-N-DIV4X2-01,N-4-2,整數乘除,除法,三四位數除二位數,表徵轉換,以估商、乘回、相減完成直式；第二層：在文字、算式、圖形、數線、表格與實物間轉換,看圖列式、圖表/數線題,轉換時失去數量或幾何關係,3,G4適齡,MathAI原創語義分類
G04-N-DIV4X2-01-A1,G04-N-DIV4X2-01,N-4-2,整數乘除,除法,三四位數除二位數,情境應用,以估商、乘回、相減完成直式；第二層：在距離、時間、面積、購物、統計等情境解題,生活文字題,抓錯總量、單位量、中間量或條件,3,G4適齡,MathAI原創語義分類
G04-N-DIV4X2-01-R1,G04-N-DIV4X2-01,N-4-2,整數乘除,除法,三四位數除二位數,逆向未知,以估商、乘回、相減完成直式；第二層：由結果反求未知數、邊長、角度、份數或時間,反求、缺項、驗算,只會正向計算，無法反推,4,G4適齡,MathAI原創語義分類
G04-N-DIV4X2-01-T1,G04-N-DIV4X2-01,N-4-2,整數乘除,除法,三四位數除二位數,條件變形,以估商、乘回、相減完成直式；第二層：加入多步驟、跨表徵、0、餘數、複名數或干擾條件,進階變形,忽略限制條件、中間量或合理性,4,G4適齡,MathAI原創語義分類
G04-N-MULDIV-APP-01-C1,G04-N-MULDIV-APP-01,N-4-2 / N-4-3,整數乘除,應用,多位數乘除文字題,概念辨識,辨認單位量、倍數、份數與總量；第二層：辨認定義、位值、單位、圖形性質或數量角色,指認、分類、判斷,混淆核心定義、類別或單位,1,G4適齡,MathAI原創語義分類
G04-N-MULDIV-APP-01-M1,G04-N-MULDIV-APP-01,N-4-2 / N-4-3,整數乘除,應用,多位數乘除文字題,操作建構,辨認單位量、倍數、份數與總量；第二層：以量角器、方格、數線、積木、圖形操作建立概念,操作、作圖、拖拉、量測,只套公式而未理解表徵/操作,2,G4適齡,MathAI原創語義分類
G04-N-MULDIV-APP-01-P1,G04-N-MULDIV-APP-01,N-4-2 / N-4-3,整數乘除,應用,多位數乘除文字題,標準程序,辨認單位量、倍數、份數與總量；第二層：依標準步驟完成直式、公式、換算、作圖或讀表,標準計算/作圖,位值、估商、公式或步驟錯誤,2,G4適齡,MathAI原創語義分類
G04-N-MULDIV-APP-01-V1,G04-N-MULDIV-APP-01,N-4-2 / N-4-3,整數乘除,應用,多位數乘除文字題,表徵轉換,辨認單位量、倍數、份數與總量；第二層：在文字、算式、圖形、數線、表格與實物間轉換,看圖列式、圖表/數線題,轉換時失去數量或幾何關係,3,G4適齡,MathAI原創語義分類
G04-N-MULDIV-APP-01-A1,G04-N-MULDIV-APP-01,N-4-2 / N-4-3,整數乘除,應用,多位數乘除文字題,情境應用,辨認單位量、倍數、份數與總量；第二層：在距離、時間、面積、購物、統計等情境解題,生活文字題,抓錯總量、單位量、中間量或條件,3,G4適齡,MathAI原創語義分類
G04-N-MULDIV-APP-01-R1,G04-N-MULDIV-APP-01,N-4-2 / N-4-3,整數乘除,應用,多位數乘除文字題,逆向未知,辨認單位量、倍數、份數與總量；第二層：由結果反求未知數、邊長、角度、份數或時間,反求、缺項、驗算,只會正向計算，無法反推,4,G4適齡,MathAI原創語義分類
G04-N-MULDIV-APP-01-T1,G04-N-MULDIV-APP-01,N-4-2 / N-4-3,整數乘除,應用,多位數乘除文字題,條件變形,辨認單位量、倍數、份數與總量；第二層：加入多步驟、跨表徵、0、餘數、複名數或干擾條件,進階變形,忽略限制條件、中間量或合理性,4,G4適齡,MathAI原創語義分類
G04-N-2STEP-MULADD-01-C1,G04-N-2STEP-MULADD-01,N-4-3 / R-4-1,兩步驟與併式,應用,乘加/乘減兩步驟,概念辨識,建立中間量並以併式表示；第二層：辨認定義、位值、單位、圖形性質或數量角色,指認、分類、判斷,混淆核心定義、類別或單位,1,G4適齡,MathAI原創語義分類
G04-N-2STEP-MULADD-01-M1,G04-N-2STEP-MULADD-01,N-4-3 / R-4-1,兩步驟與併式,應用,乘加/乘減兩步驟,操作建構,建立中間量並以併式表示；第二層：以量角器、方格、數線、積木、圖形操作建立概念,操作、作圖、拖拉、量測,只套公式而未理解表徵/操作,2,G4適齡,MathAI原創語義分類
G04-N-2STEP-MULADD-01-P1,G04-N-2STEP-MULADD-01,N-4-3 / R-4-1,兩步驟與併式,應用,乘加/乘減兩步驟,標準程序,建立中間量並以併式表示；第二層：依標準步驟完成直式、公式、換算、作圖或讀表,標準計算/作圖,位值、估商、公式或步驟錯誤,2,G4適齡,MathAI原創語義分類
G04-N-2STEP-MULADD-01-V1,G04-N-2STEP-MULADD-01,N-4-3 / R-4-1,兩步驟與併式,應用,乘加/乘減兩步驟,表徵轉換,建立中間量並以併式表示；第二層：在文字、算式、圖形、數線、表格與實物間轉換,看圖列式、圖表/數線題,轉換時失去數量或幾何關係,3,G4適齡,MathAI原創語義分類
G04-N-2STEP-MULADD-01-A1,G04-N-2STEP-MULADD-01,N-4-3 / R-4-1,兩步驟與併式,應用,乘加/乘減兩步驟,情境應用,建立中間量並以併式表示；第二層：在距離、時間、面積、購物、統計等情境解題,生活文字題,抓錯總量、單位量、中間量或條件,3,G4適齡,MathAI原創語義分類
G04-N-2STEP-MULADD-01-R1,G04-N-2STEP-MULADD-01,N-4-3 / R-4-1,兩步驟與併式,應用,乘加/乘減兩步驟,逆向未知,建立中間量並以併式表示；第二層：由結果反求未知數、邊長、角度、份數或時間,反求、缺項、驗算,只會正向計算，無法反推,4,G4適齡,MathAI原創語義分類
G04-N-2STEP-MULADD-01-T1,G04-N-2STEP-MULADD-01,N-4-3 / R-4-1,兩步驟與併式,應用,乘加/乘減兩步驟,條件變形,建立中間量並以併式表示；第二層：加入多步驟、跨表徵、0、餘數、複名數或干擾條件,進階變形,忽略限制條件、中間量或合理性,4,G4適齡,MathAI原創語義分類
G04-N-2STEP-DIV-01-C1,G04-N-2STEP-DIV-01,N-4-3 / R-4-1,兩步驟與併式,應用,除加/除減/乘除兩步驟,概念辨識,依情境順序建立併式；第二層：辨認定義、位值、單位、圖形性質或數量角色,指認、分類、判斷,混淆核心定義、類別或單位,1,G4適齡,MathAI原創語義分類
G04-N-2STEP-DIV-01-M1,G04-N-2STEP-DIV-01,N-4-3 / R-4-1,兩步驟與併式,應用,除加/除減/乘除兩步驟,操作建構,依情境順序建立併式；第二層：以量角器、方格、數線、積木、圖形操作建立概念,操作、作圖、拖拉、量測,只套公式而未理解表徵/操作,2,G4適齡,MathAI原創語義分類
G04-N-2STEP-DIV-01-P1,G04-N-2STEP-DIV-01,N-4-3 / R-4-1,兩步驟與併式,應用,除加/除減/乘除兩步驟,標準程序,依情境順序建立併式；第二層：依標準步驟完成直式、公式、換算、作圖或讀表,標準計算/作圖,位值、估商、公式或步驟錯誤,2,G4適齡,MathAI原創語義分類
G04-N-2STEP-DIV-01-V1,G04-N-2STEP-DIV-01,N-4-3 / R-4-1,兩步驟與併式,應用,除加/除減/乘除兩步驟,表徵轉換,依情境順序建立併式；第二層：在文字、算式、圖形、數線、表格與實物間轉換,看圖列式、圖表/數線題,轉換時失去數量或幾何關係,3,G4適齡,MathAI原創語義分類
G04-N-2STEP-DIV-01-A1,G04-N-2STEP-DIV-01,N-4-3 / R-4-1,兩步驟與併式,應用,除加/除減/乘除兩步驟,情境應用,依情境順序建立併式；第二層：在距離、時間、面積、購物、統計等情境解題,生活文字題,抓錯總量、單位量、中間量或條件,3,G4適齡,MathAI原創語義分類
G04-N-2STEP-DIV-01-R1,G04-N-2STEP-DIV-01,N-4-3 / R-4-1,兩步驟與併式,應用,除加/除減/乘除兩步驟,逆向未知,依情境順序建立併式；第二層：由結果反求未知數、邊長、角度、份數或時間,反求、缺項、驗算,只會正向計算，無法反推,4,G4適齡,MathAI原創語義分類
G04-N-2STEP-DIV-01-T1,G04-N-2STEP-DIV-01,N-4-3 / R-4-1,兩步驟與併式,應用,除加/除減/乘除兩步驟,條件變形,依情境順序建立併式；第二層：加入多步驟、跨表徵、0、餘數、複名數或干擾條件,進階變形,忽略限制條件、中間量或合理性,4,G4適齡,MathAI原創語義分類
G04-R-ORDER-01-C1,G04-R-ORDER-01,R-4-1 / R-4-2,四則運算,運算順序,由左而右與先乘除後加減,概念辨識,正確判斷無括號算式順序；第二層：辨認定義、位值、單位、圖形性質或數量角色,指認、分類、判斷,混淆核心定義、類別或單位,1,G4適齡,MathAI原創語義分類
G04-R-ORDER-01-M1,G04-R-ORDER-01,R-4-1 / R-4-2,四則運算,運算順序,由左而右與先乘除後加減,操作建構,正確判斷無括號算式順序；第二層：以量角器、方格、數線、積木、圖形操作建立概念,操作、作圖、拖拉、量測,只套公式而未理解表徵/操作,2,G4適齡,MathAI原創語義分類
G04-R-ORDER-01-P1,G04-R-ORDER-01,R-4-1 / R-4-2,四則運算,運算順序,由左而右與先乘除後加減,標準程序,正確判斷無括號算式順序；第二層：依標準步驟完成直式、公式、換算、作圖或讀表,標準計算/作圖,位值、估商、公式或步驟錯誤,2,G4適齡,MathAI原創語義分類
G04-R-ORDER-01-V1,G04-R-ORDER-01,R-4-1 / R-4-2,四則運算,運算順序,由左而右與先乘除後加減,表徵轉換,正確判斷無括號算式順序；第二層：在文字、算式、圖形、數線、表格與實物間轉換,看圖列式、圖表/數線題,轉換時失去數量或幾何關係,3,G4適齡,MathAI原創語義分類
G04-R-ORDER-01-A1,G04-R-ORDER-01,R-4-1 / R-4-2,四則運算,運算順序,由左而右與先乘除後加減,情境應用,正確判斷無括號算式順序；第二層：在距離、時間、面積、購物、統計等情境解題,生活文字題,抓錯總量、單位量、中間量或條件,3,G4適齡,MathAI原創語義分類
G04-R-ORDER-01-R1,G04-R-ORDER-01,R-4-1 / R-4-2,四則運算,運算順序,由左而右與先乘除後加減,逆向未知,正確判斷無括號算式順序；第二層：由結果反求未知數、邊長、角度、份數或時間,反求、缺項、驗算,只會正向計算，無法反推,4,G4適齡,MathAI原創語義分類
G04-R-BRACKET-01-C1,G04-R-BRACKET-01,R-4-1 / R-4-2,四則運算,括號,括號與併式,概念辨識,用括號表達先算部分並解題；第二層：辨認定義、位值、單位、圖形性質或數量角色,指認、分類、判斷,混淆核心定義、類別或單位,1,G4適齡,MathAI原創語義分類
G04-R-BRACKET-01-M1,G04-R-BRACKET-01,R-4-1 / R-4-2,四則運算,括號,括號與併式,操作建構,用括號表達先算部分並解題；第二層：以量角器、方格、數線、積木、圖形操作建立概念,操作、作圖、拖拉、量測,只套公式而未理解表徵/操作,2,G4適齡,MathAI原創語義分類
G04-R-BRACKET-01-P1,G04-R-BRACKET-01,R-4-1 / R-4-2,四則運算,括號,括號與併式,標準程序,用括號表達先算部分並解題；第二層：依標準步驟完成直式、公式、換算、作圖或讀表,標準計算/作圖,位值、估商、公式或步驟錯誤,2,G4適齡,MathAI原創語義分類
G04-R-BRACKET-01-V1,G04-R-BRACKET-01,R-4-1 / R-4-2,四則運算,括號,括號與併式,表徵轉換,用括號表達先算部分並解題；第二層：在文字、算式、圖形、數線、表格與實物間轉換,看圖列式、圖表/數線題,轉換時失去數量或幾何關係,3,G4適齡,MathAI原創語義分類
G04-R-BRACKET-01-A1,G04-R-BRACKET-01,R-4-1 / R-4-2,四則運算,括號,括號與併式,情境應用,用括號表達先算部分並解題；第二層：在距離、時間、面積、購物、統計等情境解題,生活文字題,抓錯總量、單位量、中間量或條件,3,G4適齡,MathAI原創語義分類
G04-R-BRACKET-01-R1,G04-R-BRACKET-01,R-4-1 / R-4-2,四則運算,括號,括號與併式,逆向未知,用括號表達先算部分並解題；第二層：由結果反求未知數、邊長、角度、份數或時間,反求、缺項、驗算,只會正向計算，無法反推,4,G4適齡,MathAI原創語義分類
G04-R-BRACKET-01-T1,G04-R-BRACKET-01,R-4-1 / R-4-2,四則運算,括號,括號與併式,條件變形,用括號表達先算部分並解題；第二層：加入多步驟、跨表徵、0、餘數、複名數或干擾條件,進階變形,忽略限制條件、中間量或合理性,4,G4適齡,MathAI原創語義分類
