skill_id,official_code,main_unit,subunit,skill_name,focus,difficulty
G04-N-FRAC-ADD-01,N-4-5,分數,同分母分數,同分母加法,含超過1與帶分數情境,3
G04-N-FRAC-SUB-01,N-4-5,分數,同分母分數,同分母減法,含借1與帶分數情境,4
G04-N-FRAC-EQV-01,N-4-6,分數,等值分數,由圖像建立等值分數,理解同一量可用不同分數表示,3
G04-N-FRAC-DEC-01,N-4-6 / N-4-7,分數小數連結,分數與小數,十分之一百分之一與小數,在簡單情境連結1/10、1/100與0.1、0.01,3
G04-N-DEC2-01,N-4-7,小數,二位小數,百分位與二位小數,理解0.01與百分位位值,2
G04-N-DEC2-CMP-01,N-4-7,小數,二位小數,小數大小比較,以位值、長度或數線比較二位小數,2
G04-N-DEC2-ADD-01,N-4-7,小數,二位小數,二位小數加法,小數點對齊並處理進位,3
G04-N-DEC2-SUB-01,N-4-7,小數,二位小數,二位小數減法,小數點對齊並處理退位與補0,3
G04-N-DECMULINT-01,N-4-7,小數,小數乘法初步,一二位小數乘整數,由重複加法與位值理解小數乘整數,4
G04-N-NUMBERLINE-01,N-4-8,數線,分數小數數線,分數定位,在數線上表示簡單分數與帶分數,3
G04-N-NUMBERLINE-02,N-4-8,數線,分數小數數線,小數定位,在數線上表示一二位小數並比較距離,3
G04-N-KM-01,N-4-9,長度,公里,認識公里,建立1公里量感及km/m關係,2
G04-N-KM-CONV-01,N-4-9,長度,公里,公里公尺換算,1km=1000m並做單複名數化聚,3
G04-N-KM-APP-01,N-4-9,長度,公里,距離應用,路程加減與生活情境,3
G04-S-DEGREE-01,N-4-10 / S-4-1,角度,度量角,認識1度與量角器,理解角度單位並讀量角器刻度,2
G04-S-MEASURE-01,N-4-10 / S-4-1,角度,度量角,量角與畫角,正確放置量角器並測量/畫指定角,3
G04-S-ANGLECALC-01,N-4-10 / S-4-1,角度,角度計算,角的合成與分解,用加減求未知角,4
G04-S-ROTATE-01,S-4-2,角度,旋轉角,順逆時針與周角,理解90/180/270/360度旋轉,3
G04-S-PERP-01,S-4-5,幾何關係,垂直平行,垂直線,用直角判定與畫垂直線,3
G04-S-PARALLEL-01,S-4-5,幾何關係,垂直平行,平行線,判定與畫平行線並理解距離不變,3
G04-S-CONGRUENT-01,S-4-6,全等,平面圖形,全等圖形,透過重合判斷形狀大小完全相同,3
G04-S-CONGRUENT-MAP-01,S-4-6,全等,平面圖形,對應邊與對應角,找出全等圖形對應元素,3
G04-S-TRI-CLASS-01,S-4-7,三角形,分類,依邊分類三角形,正三角形、等腰三角形等,2
G04-S-TRI-ANGLE-01,S-4-7,三角形,分類,依角分類三角形,銳角、直角、鈍角三角形,3
G04-S-QUAD-01,S-4-8,四邊形,分類,常見四邊形,正方形、長方形、平行四邊形、梯形、菱形的邊角特徵,3
G04-S-QUAD-REL-01,S-4-8 / S-4-5,四邊形,分類關係,四邊形包含關係,理解特殊四邊形之間的共通與差異,4
G04-N-M2-01,N-4-11 / S-4-3,面積,平方公尺,認識平方公尺,建立1m²與10000cm²的量感,2
G04-S-RECTAREA-01,N-4-11 / S-4-3 / R-4-3,面積,長方形正方形,長方形面積,由單位方格推導長×寬,3
G04-S-SQUAREAREA-01,N-4-11 / S-4-3 / R-4-3,面積,長方形正方形,正方形面積,由單位方格推導邊長×邊長,3
G04-S-PERIM-01,S-4-3 / R-4-3,周長,長方形正方形,周長公式,理解各邊總和及簡化公式,3
G04-S-AREA-REVERSE-01,S-4-3 / R-4-3,面積周長,反求,由面積或周長反求邊長,在整數條件下反推未知邊,4
G04-S-COMPOSITE-AREA-01,S-4-3,面積,複合圖形,切割與補形,用長方形正方形拆補求簡單複合面積,4
G04-N-CM3-01,N-4-12 / S-4-4,體積,立方公分,認識1立方公分,以1cm³單位立方體建立體積量感,2
G04-N-CM3-COUNT-01,N-4-12 / S-4-4,體積,立方公分,堆疊計數,由層數、每層個數計算單位立方體總數,3
G04-N-CM3-HIDDEN-01,N-4-12 / S-4-4,體積,立方公分,看不見的立方體,由完整堆疊結構推理隱藏單位立方體,4
G04-N-TIMEADD-01,N-4-13,時間,時間計算,複名數時間加法,時分秒跨60進位,3
G04-N-TIMESUB-01,N-4-13,時間,時間計算,複名數時間減法,時分秒退位換算,4
G04-N-TIMEAPP-01,N-4-13,時間,時間計算,時刻與經過時間,跨時刻但維持年級適切的生活問題,4
G04-R-PATTERN-01,R-4-4,規律,數量模式,數列與圖形規律,找出多步變化規則並延伸,3
G04-R-PERIOD-01,R-4-4,規律,週期,週期位置判斷,以除法餘數判斷重複週期中的位置,4
G04-R-TABLE-01,R-4-4,規律,兩量關係,表格找規律,從表格觀察輸入與輸出關係,4
G04-D-BAR-01,D-4-1,資料,長條圖,報讀長條圖,讀取單式長條圖刻度、比較與差值,2
G04-D-BAR-DRAW-01,D-4-1,資料,長條圖,製作長條圖,選刻度、標題、軸與畫柱,3
G04-D-LINE-READ-01,D-4-1,資料,折線圖,報讀折線圖,判斷隨時間變化趨勢、增減與極值,3
G04-D-LINE-DRAW-01,D-4-1,資料,折線圖,製作折線圖,依資料選刻度、標點與連線,3
G04-D-CHART-CHOICE-01,D-4-1,資料,統計圖選擇,選擇長條或折線圖,依資料特性選合適圖表表徵,4
