micro_skill_id,parent_skill_id,official_code,main_unit,subunit,skill_name,question_type,focus,item_pattern,common_error,difficulty,age_fit,naming_note
G12A-N-NEWTON-01-X1,G12A-N-NEWTON-01,N-12甲-1,極限與無窮,數值法,牛頓求根法,跨主題整合,由切線迭代近似方程根並用計算機觀察收斂；第二層：整合極限、微積分、複數、幾何與機率,跨章整合,無法辨識跨主題知識鏈,5,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-E-01-C1,G12A-N-E-01,N-12甲-1,極限與無窮,常數e,連續複利與e,概念與條件辨識,由連續複利情境認識e；第二層：辨認定義、極限/導數/積分/機率模型的成立條件,概念判斷,忽略定義域、收斂或模型條件,1,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-E-01-P1,G12A-N-E-01,N-12甲-1,極限與無窮,常數e,連續複利與e,標準程序,由連續複利情境認識e；第二層：依標準算法完成極限、微分、積分、複數或分布計算,標準程序題,運算或公式套用錯誤,2,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-E-01-V1,G12A-N-E-01,N-12甲-1,極限與無窮,常數e,連續複利與e,多表徵轉換,由連續複利情境認識e；第二層：在圖形、數式、表格、機率分配與幾何圖間轉換,圖↔式↔表,表徵轉換失去條件/幾何意義,3,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-E-01-R1,G12A-N-E-01,N-12甲-1,極限與無窮,常數e,連續複利與e,逆向驗證,由連續複利情境認識e；第二層：由結果反求參數/條件並檢查合理性,反推/驗算,只會正向計算,3,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-E-01-A1,G12A-N-E-01,N-12甲-1,極限與無窮,常數e,連續複利與e,情境建模,由連續複利情境認識e；第二層：從科學、工程、金融、商管或機率情境建模,應用建模,模型選擇與答案解釋錯誤,4,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-E-01-T1,G12A-N-E-01,N-12甲-1,極限與無窮,常數e,連續複利與e,條件變形,由連續複利情境認識e；第二層：加入參數、多區間、複合函數、多階段隨機條件,進階變形,局部正確但整體條件失控,4,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-E-01-X1,G12A-N-E-01,N-12甲-1,極限與無窮,常數e,連續複利與e,跨主題整合,由連續複利情境認識e；第二層：整合極限、微積分、複數、幾何與機率,跨章整合,無法辨識跨主題知識鏈,5,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-INFGEOSER-01-C1,G12A-N-INFGEOSER-01,N-12甲-2,極限與無窮,無窮等比級數,收斂條件與和,概念與條件辨識,|r|<1時求無窮等比級數和；第二層：辨認定義、極限/導數/積分/機率模型的成立條件,概念判斷,忽略定義域、收斂或模型條件,1,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-INFGEOSER-01-P1,G12A-N-INFGEOSER-01,N-12甲-2,極限與無窮,無窮等比級數,收斂條件與和,標準程序,|r|<1時求無窮等比級數和；第二層：依標準算法完成極限、微分、積分、複數或分布計算,標準程序題,運算或公式套用錯誤,2,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-INFGEOSER-01-V1,G12A-N-INFGEOSER-01,N-12甲-2,極限與無窮,無窮等比級數,收斂條件與和,多表徵轉換,|r|<1時求無窮等比級數和；第二層：在圖形、數式、表格、機率分配與幾何圖間轉換,圖↔式↔表,表徵轉換失去條件/幾何意義,3,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-INFGEOSER-01-R1,G12A-N-INFGEOSER-01,N-12甲-2,極限與無窮,無窮等比級數,收斂條件與和,逆向驗證,|r|<1時求無窮等比級數和；第二層：由結果反求參數/條件並檢查合理性,反推/驗算,只會正向計算,3,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-INFGEOSER-01-A1,G12A-N-INFGEOSER-01,N-12甲-2,極限與無窮,無窮等比級數,收斂條件與和,情境建模,|r|<1時求無窮等比級數和；第二層：從科學、工程、金融、商管或機率情境建模,應用建模,模型選擇與答案解釋錯誤,4,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-INFGEOSER-01-T1,G12A-N-INFGEOSER-01,N-12甲-2,極限與無窮,無窮等比級數,收斂條件與和,條件變形,|r|<1時求無窮等比級數和；第二層：加入參數、多區間、複合函數、多階段隨機條件,進階變形,局部正確但整體條件失控,4,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-INFGEOSER-01-X1,G12A-N-INFGEOSER-01,N-12甲-2,極限與無窮,無窮等比級數,收斂條件與和,跨主題整合,|r|<1時求無窮等比級數和；第二層：整合極限、微積分、複數、幾何與機率,跨章整合,無法辨識跨主題知識鏈,5,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-REPEATDEC-01-C1,G12A-N-REPEATDEC-01,N-12甲-2,極限與無窮,無窮等比級數,循環小數轉分數,概念與條件辨識,以無窮等比級數表示循環小數；第二層：辨認定義、極限/導數/積分/機率模型的成立條件,概念判斷,忽略定義域、收斂或模型條件,1,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-REPEATDEC-01-P1,G12A-N-REPEATDEC-01,N-12甲-2,極限與無窮,無窮等比級數,循環小數轉分數,標準程序,以無窮等比級數表示循環小數；第二層：依標準算法完成極限、微分、積分、複數或分布計算,標準程序題,運算或公式套用錯誤,2,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-REPEATDEC-01-V1,G12A-N-REPEATDEC-01,N-12甲-2,極限與無窮,無窮等比級數,循環小數轉分數,多表徵轉換,以無窮等比級數表示循環小數；第二層：在圖形、數式、表格、機率分配與幾何圖間轉換,圖↔式↔表,表徵轉換失去條件/幾何意義,3,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-REPEATDEC-01-R1,G12A-N-REPEATDEC-01,N-12甲-2,極限與無窮,無窮等比級數,循環小數轉分數,逆向驗證,以無窮等比級數表示循環小數；第二層：由結果反求參數/條件並檢查合理性,反推/驗算,只會正向計算,3,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-REPEATDEC-01-A1,G12A-N-REPEATDEC-01,N-12甲-2,極限與無窮,無窮等比級數,循環小數轉分數,情境建模,以無窮等比級數表示循環小數；第二層：從科學、工程、金融、商管或機率情境建模,應用建模,模型選擇與答案解釋錯誤,4,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-REPEATDEC-01-T1,G12A-N-REPEATDEC-01,N-12甲-2,極限與無窮,無窮等比級數,循環小數轉分數,條件變形,以無窮等比級數表示循環小數；第二層：加入參數、多區間、複合函數、多階段隨機條件,進階變形,局部正確但整體條件失控,4,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-REPEATDEC-01-X1,G12A-N-REPEATDEC-01,N-12甲-2,極限與無窮,無窮等比級數,循環小數轉分數,跨主題整合,以無窮等比級數表示循環小數；第二層：整合極限、微積分、複數、幾何與機率,跨章整合,無法辨識跨主題知識鏈,5,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-SIGMA-01-C1,G12A-N-SIGMA-01,N-12甲-2,極限與無窮,Σ符號,Σ基本操作,概念與條件辨識,理解有限/無窮求和表示與索引；第二層：辨認定義、極限/導數/積分/機率模型的成立條件,概念判斷,忽略定義域、收斂或模型條件,1,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-SIGMA-01-P1,G12A-N-SIGMA-01,N-12甲-2,極限與無窮,Σ符號,Σ基本操作,標準程序,理解有限/無窮求和表示與索引；第二層：依標準算法完成極限、微分、積分、複數或分布計算,標準程序題,運算或公式套用錯誤,2,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-SIGMA-01-V1,G12A-N-SIGMA-01,N-12甲-2,極限與無窮,Σ符號,Σ基本操作,多表徵轉換,理解有限/無窮求和表示與索引；第二層：在圖形、數式、表格、機率分配與幾何圖間轉換,圖↔式↔表,表徵轉換失去條件/幾何意義,3,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-SIGMA-01-R1,G12A-N-SIGMA-01,N-12甲-2,極限與無窮,Σ符號,Σ基本操作,逆向驗證,理解有限/無窮求和表示與索引；第二層：由結果反求參數/條件並檢查合理性,反推/驗算,只會正向計算,3,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-SIGMA-01-A1,G12A-N-SIGMA-01,N-12甲-2,極限與無窮,Σ符號,Σ基本操作,情境建模,理解有限/無窮求和表示與索引；第二層：從科學、工程、金融、商管或機率情境建模,應用建模,模型選擇與答案解釋錯誤,4,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-SIGMA-01-T1,G12A-N-SIGMA-01,N-12甲-2,極限與無窮,Σ符號,Σ基本操作,條件變形,理解有限/無窮求和表示與索引；第二層：加入參數、多區間、複合函數、多階段隨機條件,進階變形,局部正確但整體條件失控,4,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-COMPLEX-01-C1,G12A-N-COMPLEX-01,N-12甲-3,複數,複數平面,複數與複數平面,概念與條件辨識,由a+bi對應平面點並理解模長；第二層：辨認定義、極限/導數/積分/機率模型的成立條件,概念判斷,忽略定義域、收斂或模型條件,1,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-COMPLEX-01-P1,G12A-N-COMPLEX-01,N-12甲-3,複數,複數平面,複數與複數平面,標準程序,由a+bi對應平面點並理解模長；第二層：依標準算法完成極限、微分、積分、複數或分布計算,標準程序題,運算或公式套用錯誤,2,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-COMPLEX-01-V1,G12A-N-COMPLEX-01,N-12甲-3,複數,複數平面,複數與複數平面,多表徵轉換,由a+bi對應平面點並理解模長；第二層：在圖形、數式、表格、機率分配與幾何圖間轉換,圖↔式↔表,表徵轉換失去條件/幾何意義,3,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-COMPLEX-01-R1,G12A-N-COMPLEX-01,N-12甲-3,複數,複數平面,複數與複數平面,逆向驗證,由a+bi對應平面點並理解模長；第二層：由結果反求參數/條件並檢查合理性,反推/驗算,只會正向計算,3,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-COMPLEX-01-A1,G12A-N-COMPLEX-01,N-12甲-3,複數,複數平面,複數與複數平面,情境建模,由a+bi對應平面點並理解模長；第二層：從科學、工程、金融、商管或機率情境建模,應用建模,模型選擇與答案解釋錯誤,4,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-COMPLEX-01-T1,G12A-N-COMPLEX-01,N-12甲-3,複數,複數平面,複數與複數平面,條件變形,由a+bi對應平面點並理解模長；第二層：加入參數、多區間、複合函數、多階段隨機條件,進階變形,局部正確但整體條件失控,4,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-COMPLEX-OPS-01-C1,G12A-N-COMPLEX-OPS-01,N-12甲-3,複數,運算,複數四則與絕對值,概念與條件辨識,熟練四則、共軛與模長；第二層：辨認定義、極限/導數/積分/機率模型的成立條件,概念判斷,忽略定義域、收斂或模型條件,1,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-COMPLEX-OPS-01-P1,G12A-N-COMPLEX-OPS-01,N-12甲-3,複數,運算,複數四則與絕對值,標準程序,熟練四則、共軛與模長；第二層：依標準算法完成極限、微分、積分、複數或分布計算,標準程序題,運算或公式套用錯誤,2,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-COMPLEX-OPS-01-V1,G12A-N-COMPLEX-OPS-01,N-12甲-3,複數,運算,複數四則與絕對值,多表徵轉換,熟練四則、共軛與模長；第二層：在圖形、數式、表格、機率分配與幾何圖間轉換,圖↔式↔表,表徵轉換失去條件/幾何意義,3,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-COMPLEX-OPS-01-R1,G12A-N-COMPLEX-OPS-01,N-12甲-3,複數,運算,複數四則與絕對值,逆向驗證,熟練四則、共軛與模長；第二層：由結果反求參數/條件並檢查合理性,反推/驗算,只會正向計算,3,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-COMPLEX-OPS-01-A1,G12A-N-COMPLEX-OPS-01,N-12甲-3,複數,運算,複數四則與絕對值,情境建模,熟練四則、共軛與模長；第二層：從科學、工程、金融、商管或機率情境建模,應用建模,模型選擇與答案解釋錯誤,4,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-COMPLEX-OPS-01-T1,G12A-N-COMPLEX-OPS-01,N-12甲-3,複數,運算,複數四則與絕對值,條件變形,熟練四則、共軛與模長；第二層：加入參數、多區間、複合函數、多階段隨機條件,進階變形,局部正確但整體條件失控,4,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-COMPLEX-OPS-01-X1,G12A-N-COMPLEX-OPS-01,N-12甲-3,複數,運算,複數四則與絕對值,跨主題整合,熟練四則、共軛與模長；第二層：整合極限、微積分、複數、幾何與機率,跨章整合,無法辨識跨主題知識鏈,5,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-POLAR-01-C1,G12A-N-POLAR-01,N-12甲-3,複數,極式,複數極式,概念與條件辨識,將複數寫成r(cosθ+i sinθ)；第二層：辨認定義、極限/導數/積分/機率模型的成立條件,概念判斷,忽略定義域、收斂或模型條件,1,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-POLAR-01-P1,G12A-N-POLAR-01,N-12甲-3,複數,極式,複數極式,標準程序,將複數寫成r(cosθ+i sinθ)；第二層：依標準算法完成極限、微分、積分、複數或分布計算,標準程序題,運算或公式套用錯誤,2,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-POLAR-01-V1,G12A-N-POLAR-01,N-12甲-3,複數,極式,複數極式,多表徵轉換,將複數寫成r(cosθ+i sinθ)；第二層：在圖形、數式、表格、機率分配與幾何圖間轉換,圖↔式↔表,表徵轉換失去條件/幾何意義,3,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-POLAR-01-R1,G12A-N-POLAR-01,N-12甲-3,複數,極式,複數極式,逆向驗證,將複數寫成r(cosθ+i sinθ)；第二層：由結果反求參數/條件並檢查合理性,反推/驗算,只會正向計算,3,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-POLAR-01-A1,G12A-N-POLAR-01,N-12甲-3,複數,極式,複數極式,情境建模,將複數寫成r(cosθ+i sinθ)；第二層：從科學、工程、金融、商管或機率情境建模,應用建模,模型選擇與答案解釋錯誤,4,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-POLAR-01-T1,G12A-N-POLAR-01,N-12甲-3,複數,極式,複數極式,條件變形,將複數寫成r(cosθ+i sinθ)；第二層：加入參數、多區間、複合函數、多階段隨機條件,進階變形,局部正確但整體條件失控,4,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-POLAR-01-X1,G12A-N-POLAR-01,N-12甲-3,複數,極式,複數極式,跨主題整合,將複數寫成r(cosθ+i sinθ)；第二層：整合極限、微積分、複數、幾何與機率,跨章整合,無法辨識跨主題知識鏈,5,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-DEMOIVRE-01-C1,G12A-N-DEMOIVRE-01,N-12甲-3,複數,極式,棣美弗定理,概念與條件辨識,求複數整數次方與角度倍增；第二層：辨認定義、極限/導數/積分/機率模型的成立條件,概念判斷,忽略定義域、收斂或模型條件,1,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-DEMOIVRE-01-P1,G12A-N-DEMOIVRE-01,N-12甲-3,複數,極式,棣美弗定理,標準程序,求複數整數次方與角度倍增；第二層：依標準算法完成極限、微分、積分、複數或分布計算,標準程序題,運算或公式套用錯誤,2,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-DEMOIVRE-01-V1,G12A-N-DEMOIVRE-01,N-12甲-3,複數,極式,棣美弗定理,多表徵轉換,求複數整數次方與角度倍增；第二層：在圖形、數式、表格、機率分配與幾何圖間轉換,圖↔式↔表,表徵轉換失去條件/幾何意義,3,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-DEMOIVRE-01-R1,G12A-N-DEMOIVRE-01,N-12甲-3,複數,極式,棣美弗定理,逆向驗證,求複數整數次方與角度倍增；第二層：由結果反求參數/條件並檢查合理性,反推/驗算,只會正向計算,3,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-DEMOIVRE-01-A1,G12A-N-DEMOIVRE-01,N-12甲-3,複數,極式,棣美弗定理,情境建模,求複數整數次方與角度倍增；第二層：從科學、工程、金融、商管或機率情境建模,應用建模,模型選擇與答案解釋錯誤,4,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-DEMOIVRE-01-T1,G12A-N-DEMOIVRE-01,N-12甲-3,複數,極式,棣美弗定理,條件變形,求複數整數次方與角度倍增；第二層：加入參數、多區間、複合函數、多階段隨機條件,進階變形,局部正確但整體條件失控,4,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-DEMOIVRE-01-X1,G12A-N-DEMOIVRE-01,N-12甲-3,複數,極式,棣美弗定理,跨主題整合,求複數整數次方與角度倍增；第二層：整合極限、微積分、複數、幾何與機率,跨章整合,無法辨識跨主題知識鏈,5,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-NROOT-01-C1,G12A-N-NROOT-01,N-12甲-3,複數,極式,複數n次方根,概念與條件辨識,求n次方根並理解複數平面的等角分布；第二層：辨認定義、極限/導數/積分/機率模型的成立條件,概念判斷,忽略定義域、收斂或模型條件,1,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-NROOT-01-P1,G12A-N-NROOT-01,N-12甲-3,複數,極式,複數n次方根,標準程序,求n次方根並理解複數平面的等角分布；第二層：依標準算法完成極限、微分、積分、複數或分布計算,標準程序題,運算或公式套用錯誤,2,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-NROOT-01-V1,G12A-N-NROOT-01,N-12甲-3,複數,極式,複數n次方根,多表徵轉換,求n次方根並理解複數平面的等角分布；第二層：在圖形、數式、表格、機率分配與幾何圖間轉換,圖↔式↔表,表徵轉換失去條件/幾何意義,3,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-NROOT-01-R1,G12A-N-NROOT-01,N-12甲-3,複數,極式,複數n次方根,逆向驗證,求n次方根並理解複數平面的等角分布；第二層：由結果反求參數/條件並檢查合理性,反推/驗算,只會正向計算,3,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-NROOT-01-A1,G12A-N-NROOT-01,N-12甲-3,複數,極式,複數n次方根,情境建模,求n次方根並理解複數平面的等角分布；第二層：從科學、工程、金融、商管或機率情境建模,應用建模,模型選擇與答案解釋錯誤,4,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-NROOT-01-T1,G12A-N-NROOT-01,N-12甲-3,複數,極式,複數n次方根,條件變形,求n次方根並理解複數平面的等角分布；第二層：加入參數、多區間、複合函數、多階段隨機條件,進階變形,局部正確但整體條件失控,4,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-N-NROOT-01-X1,G12A-N-NROOT-01,N-12甲-3,複數,極式,複數n次方根,跨主題整合,求n次方根並理解複數平面的等角分布；第二層：整合極限、微積分、複數、幾何與機率,跨章整合,無法辨識跨主題知識鏈,5,普高G12數學甲,MathAI普高12年級選修語義分類
G12A-A-CROOT-01-C1,G12A-A-CROOT-01,A-12甲-1,複數與方程式,虛根,方程式虛根,概念與條件辨識,解實係數多項方程的複數根；第二層：辨認定義、極限/導數/積分/機率模型的成立條件,概念判斷,忽略定義域、收斂或模型條件,1,普高G12數學甲,MathAI普高12年級選修語義分類
