micro_skill_id,parent_skill_id,official_code,main_unit,subunit,skill_name,question_type,focus,item_pattern,common_error,difficulty,age_fit,naming_note
G11B-G-VEC-01-C1,G11B-G-VEC-01,G-11B-1,向量與比例,平面向量,向量基本運算,概念與條件辨識,坐標向量係數積、加減與線性組合；第二層：辨認定義、符號、模型條件與適用範圍,概念判斷,混淆定義或忽略限制條件,1,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-VEC-01-P1,G11B-G-VEC-01,G-11B-1,向量與比例,平面向量,向量基本運算,標準程序,坐標向量係數積、加減與線性組合；第二層：依標準算法完成計算、推導、解式或矩陣運算,標準程序題,運算流程、符號或公式錯誤,2,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-VEC-01-V1,G11B-G-VEC-01,G-11B-1,向量與比例,平面向量,向量基本運算,多表徵轉換,坐標向量係數積、加減與線性組合；第二層：在文字、圖形、向量、矩陣、函數圖與機率表徵間轉換,圖↔式↔表,表徵轉換失去結構,3,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-VEC-01-R1,G11B-G-VEC-01,G-11B-1,向量與比例,平面向量,向量基本運算,逆向驗證,坐標向量係數積、加減與線性組合；第二層：由結果反求參數/條件並以代回、幾何或數值檢核,反推/驗算,只會正向套公式,3,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-VEC-01-A1,G11B-G-VEC-01,G-11B-1,向量與比例,平面向量,向量基本運算,情境建模,坐標向量係數積、加減與線性組合；第二層：從科學、金融、工程、設計或社會情境建立模型,應用建模,模型選擇與解釋錯誤,4,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-VEC-01-T1,G11B-G-VEC-01,G-11B-1,向量與比例,平面向量,向量基本運算,條件變形,坐標向量係數積、加減與線性組合；第二層：加入參數、多步驟、空間/機率條件或跨表徵資訊,進階變形,整體條件控制失敗,4,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-DOT-01-C1,G11B-G-DOT-01,G-11B-2,向量與比例,平面向量,內積,概念與條件辨識,正射影、夾角、平行垂直判定；第二層：辨認定義、符號、模型條件與適用範圍,概念判斷,混淆定義或忽略限制條件,1,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-DOT-01-P1,G11B-G-DOT-01,G-11B-2,向量與比例,平面向量,內積,標準程序,正射影、夾角、平行垂直判定；第二層：依標準算法完成計算、推導、解式或矩陣運算,標準程序題,運算流程、符號或公式錯誤,2,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-DOT-01-V1,G11B-G-DOT-01,G-11B-2,向量與比例,平面向量,內積,多表徵轉換,正射影、夾角、平行垂直判定；第二層：在文字、圖形、向量、矩陣、函數圖與機率表徵間轉換,圖↔式↔表,表徵轉換失去結構,3,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-DOT-01-R1,G11B-G-DOT-01,G-11B-2,向量與比例,平面向量,內積,逆向驗證,正射影、夾角、平行垂直判定；第二層：由結果反求參數/條件並以代回、幾何或數值檢核,反推/驗算,只會正向套公式,3,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-DOT-01-A1,G11B-G-DOT-01,G-11B-2,向量與比例,平面向量,內積,情境建模,正射影、夾角、平行垂直判定；第二層：從科學、金融、工程、設計或社會情境建立模型,應用建模,模型選擇與解釋錯誤,4,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-DOT-01-T1,G11B-G-DOT-01,G-11B-2,向量與比例,平面向量,內積,條件變形,正射影、夾角、平行垂直判定；第二層：加入參數、多步驟、空間/機率條件或跨表徵資訊,進階變形,整體條件控制失敗,4,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-DOT-01-X1,G11B-G-DOT-01,G-11B-2,向量與比例,平面向量,內積,跨主題整合,正射影、夾角、平行垂直判定；第二層：整合向量、矩陣、函數、三角、機率等多主題,跨章整合,無法辨識知識鏈,5,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-PROJ-01-C1,G11B-G-PROJ-01,G-11B-2,向量與比例,平面向量,正射影,概念與條件辨識,利用內積處理投影與方向；第二層：辨認定義、符號、模型條件與適用範圍,概念判斷,混淆定義或忽略限制條件,1,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-PROJ-01-P1,G11B-G-PROJ-01,G-11B-2,向量與比例,平面向量,正射影,標準程序,利用內積處理投影與方向；第二層：依標準算法完成計算、推導、解式或矩陣運算,標準程序題,運算流程、符號或公式錯誤,2,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-PROJ-01-V1,G11B-G-PROJ-01,G-11B-2,向量與比例,平面向量,正射影,多表徵轉換,利用內積處理投影與方向；第二層：在文字、圖形、向量、矩陣、函數圖與機率表徵間轉換,圖↔式↔表,表徵轉換失去結構,3,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-PROJ-01-R1,G11B-G-PROJ-01,G-11B-2,向量與比例,平面向量,正射影,逆向驗證,利用內積處理投影與方向；第二層：由結果反求參數/條件並以代回、幾何或數值檢核,反推/驗算,只會正向套公式,3,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-PROJ-01-A1,G11B-G-PROJ-01,G-11B-2,向量與比例,平面向量,正射影,情境建模,利用內積處理投影與方向；第二層：從科學、金融、工程、設計或社會情境建立模型,應用建模,模型選擇與解釋錯誤,4,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-PROJ-01-T1,G11B-G-PROJ-01,G-11B-2,向量與比例,平面向量,正射影,條件變形,利用內積處理投影與方向；第二層：加入參數、多步驟、空間/機率條件或跨表徵資訊,進階變形,整體條件控制失敗,4,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-PROJ-01-X1,G11B-G-PROJ-01,G-11B-2,向量與比例,平面向量,正射影,跨主題整合,利用內積處理投影與方向；第二層：整合向量、矩陣、函數、三角、機率等多主題,跨章整合,無法辨識知識鏈,5,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-PROP-01-C1,G11B-G-PROP-01,G-11B-3,向量與比例,平面比例,比例與設計,概念與條件辨識,設計、透視、黃金比例等平面比例問題；第二層：辨認定義、符號、模型條件與適用範圍,概念判斷,混淆定義或忽略限制條件,1,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-PROP-01-P1,G11B-G-PROP-01,G-11B-3,向量與比例,平面比例,比例與設計,標準程序,設計、透視、黃金比例等平面比例問題；第二層：依標準算法完成計算、推導、解式或矩陣運算,標準程序題,運算流程、符號或公式錯誤,2,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-PROP-01-V1,G11B-G-PROP-01,G-11B-3,向量與比例,平面比例,比例與設計,多表徵轉換,設計、透視、黃金比例等平面比例問題；第二層：在文字、圖形、向量、矩陣、函數圖與機率表徵間轉換,圖↔式↔表,表徵轉換失去結構,3,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-PROP-01-R1,G11B-G-PROP-01,G-11B-3,向量與比例,平面比例,比例與設計,逆向驗證,設計、透視、黃金比例等平面比例問題；第二層：由結果反求參數/條件並以代回、幾何或數值檢核,反推/驗算,只會正向套公式,3,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-PROP-01-A1,G11B-G-PROP-01,G-11B-3,向量與比例,平面比例,比例與設計,情境建模,設計、透視、黃金比例等平面比例問題；第二層：從科學、金融、工程、設計或社會情境建立模型,應用建模,模型選擇與解釋錯誤,4,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-PROP-01-T1,G11B-G-PROP-01,G-11B-3,向量與比例,平面比例,比例與設計,條件變形,設計、透視、黃金比例等平面比例問題；第二層：加入參數、多步驟、空間/機率條件或跨表徵資訊,進階變形,整體條件控制失敗,4,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-PROP-01-X1,G11B-G-PROP-01,G-11B-3,向量與比例,平面比例,比例與設計,跨主題整合,設計、透視、黃金比例等平面比例問題；第二層：整合向量、矩陣、函數、三角、機率等多主題,跨章整合,無法辨識知識鏈,5,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-SPACECOORD-01-C1,G11B-G-SPACECOORD-01,G-11B-4,空間與視覺,空間坐標,空間點與距離,概念與條件辨識,空間坐標、兩點距離與投影；第二層：辨認定義、符號、模型條件與適用範圍,概念判斷,混淆定義或忽略限制條件,1,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-SPACECOORD-01-P1,G11B-G-SPACECOORD-01,G-11B-4,空間與視覺,空間坐標,空間點與距離,標準程序,空間坐標、兩點距離與投影；第二層：依標準算法完成計算、推導、解式或矩陣運算,標準程序題,運算流程、符號或公式錯誤,2,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-SPACECOORD-01-V1,G11B-G-SPACECOORD-01,G-11B-4,空間與視覺,空間坐標,空間點與距離,多表徵轉換,空間坐標、兩點距離與投影；第二層：在文字、圖形、向量、矩陣、函數圖與機率表徵間轉換,圖↔式↔表,表徵轉換失去結構,3,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-SPACECOORD-01-R1,G11B-G-SPACECOORD-01,G-11B-4,空間與視覺,空間坐標,空間點與距離,逆向驗證,空間坐標、兩點距離與投影；第二層：由結果反求參數/條件並以代回、幾何或數值檢核,反推/驗算,只會正向套公式,3,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-SPACECOORD-01-A1,G11B-G-SPACECOORD-01,G-11B-4,空間與視覺,空間坐標,空間點與距離,情境建模,空間坐標、兩點距離與投影；第二層：從科學、金融、工程、設計或社會情境建立模型,應用建模,模型選擇與解釋錯誤,4,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-SPACECOORD-01-T1,G11B-G-SPACECOORD-01,G-11B-4,空間與視覺,空間坐標,空間點與距離,條件變形,空間坐標、兩點距離與投影；第二層：加入參數、多步驟、空間/機率條件或跨表徵資訊,進階變形,整體條件控制失敗,4,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-GLOBE-01-C1,G11B-G-GLOBE-01,G-11B-4 / S-11B-1,空間與視覺,球面座標,經緯度與空間坐標,概念與條件辨識,由球心原點的經緯度理解空間位置；第二層：辨認定義、符號、模型條件與適用範圍,概念判斷,混淆定義或忽略限制條件,1,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-GLOBE-01-P1,G11B-G-GLOBE-01,G-11B-4 / S-11B-1,空間與視覺,球面座標,經緯度與空間坐標,標準程序,由球心原點的經緯度理解空間位置；第二層：依標準算法完成計算、推導、解式或矩陣運算,標準程序題,運算流程、符號或公式錯誤,2,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-GLOBE-01-V1,G11B-G-GLOBE-01,G-11B-4 / S-11B-1,空間與視覺,球面座標,經緯度與空間坐標,多表徵轉換,由球心原點的經緯度理解空間位置；第二層：在文字、圖形、向量、矩陣、函數圖與機率表徵間轉換,圖↔式↔表,表徵轉換失去結構,3,普高G11數學B,MathAI普高11年級分流語義分類
G11B-G-GLOBE-01-R1,G11B-G-GLOBE-01,G-11B-4 / S-11B-1,空間與視覺,球面座標,經緯度與空間坐標,逆向驗證,由球心原點的經緯度理解空間位置；第二層：由結果反求參數/條件並以代回、幾何或數值檢核,反推/驗算,只會正向套公式,3,普高G11數學B,MathAI普高11年級分流語義分類
