micro_skill_id,parent_skill_id,official_code,main_unit,subunit,skill_name,question_type,focus,item_pattern,common_error,difficulty,age_fit,naming_note
G08-A-MULFORM-03-R1,G08-A-MULFORM-03,A-8-1,多項式與公式,乘法公式,平方差公式,逆向與驗證,理解(a+b)(a-b)=a^2-b^2；第二層：由結果反推條件、乘回驗證、代回驗根或檢查幾何依據,反推、驗算、找錯,只會正向套步驟，無法驗證,3,G8國中適齡,MathAI原創語義分類
G08-A-MULFORM-03-A1,G08-A-MULFORM-03,A-8-1,多項式與公式,乘法公式,平方差公式,情境建模,理解(a+b)(a-b)=a^2-b^2；第二層：由情境設定變數、建立模型、選擇方法並解釋答案,應用/建模題,漏條件、選錯模型或未篩選合理解,4,G8國中適齡,MathAI原創語義分類
G08-A-MULFORM-03-T1,G08-A-MULFORM-03,A-8-1,多項式與公式,乘法公式,平方差公式,條件變形,理解(a+b)(a-b)=a^2-b^2；第二層：加入根式、分式係數、多步驟、跨表徵或干擾資訊,進階變形題,局部技巧會但整體等價或條件失控,4,G8國中適齡,MathAI原創語義分類
G08-A-MULFORM-04-C1,G08-A-MULFORM-04,A-8-1,多項式與公式,乘法公式,雙二項式展開,概念辨識,用分配律展開(a+b)(c+d)；第二層：辨認定義、條件、符號、式型或幾何性質,定義/式型/性質判斷,概念邊界、符號或條件混淆,1,G8國中適齡,MathAI原創語義分類
G08-A-MULFORM-04-P1,G08-A-MULFORM-04,A-8-1,多項式與公式,乘法公式,雙二項式展開,標準程序,用分配律展開(a+b)(c+d)；第二層：依標準算法完成展開、化簡、解式、作圖、統計或數列計算,標準計算/解法,程序、符號、係數或運算順序錯誤,2,G8國中適齡,MathAI原創語義分類
G08-A-MULFORM-04-V1,G08-A-MULFORM-04,A-8-1,多項式與公式,乘法公式,雙二項式展開,多表徵轉換,用分配律展開(a+b)(c+d)；第二層：在文字、代數式、坐標、函數圖、統計圖與幾何圖間轉換,圖↔式、表↔式、文字↔式,轉換後未保留原數學關係,3,G8國中適齡,MathAI原創語義分類
G08-A-MULFORM-04-R1,G08-A-MULFORM-04,A-8-1,多項式與公式,乘法公式,雙二項式展開,逆向與驗證,用分配律展開(a+b)(c+d)；第二層：由結果反推條件、乘回驗證、代回驗根或檢查幾何依據,反推、驗算、找錯,只會正向套步驟，無法驗證,3,G8國中適齡,MathAI原創語義分類
G08-A-MULFORM-04-A1,G08-A-MULFORM-04,A-8-1,多項式與公式,乘法公式,雙二項式展開,情境建模,用分配律展開(a+b)(c+d)；第二層：由情境設定變數、建立模型、選擇方法並解釋答案,應用/建模題,漏條件、選錯模型或未篩選合理解,4,G8國中適齡,MathAI原創語義分類
G08-A-MULFORM-04-T1,G08-A-MULFORM-04,A-8-1,多項式與公式,乘法公式,雙二項式展開,條件變形,用分配律展開(a+b)(c+d)；第二層：加入根式、分式係數、多步驟、跨表徵或干擾資訊,進階變形題,局部技巧會但整體等價或條件失控,4,G8國中適齡,MathAI原創語義分類
G08-A-MULFORM-APP-01-C1,G08-A-MULFORM-APP-01,A-8-1,多項式與公式,乘法公式,公式逆辨識與數值簡算,概念辨識,從式型辨認適用公式並做數值變形；第二層：辨認定義、條件、符號、式型或幾何性質,定義/式型/性質判斷,概念邊界、符號或條件混淆,1,G8國中適齡,MathAI原創語義分類
G08-A-MULFORM-APP-01-P1,G08-A-MULFORM-APP-01,A-8-1,多項式與公式,乘法公式,公式逆辨識與數值簡算,標準程序,從式型辨認適用公式並做數值變形；第二層：依標準算法完成展開、化簡、解式、作圖、統計或數列計算,標準計算/解法,程序、符號、係數或運算順序錯誤,2,G8國中適齡,MathAI原創語義分類
G08-A-MULFORM-APP-01-V1,G08-A-MULFORM-APP-01,A-8-1,多項式與公式,乘法公式,公式逆辨識與數值簡算,多表徵轉換,從式型辨認適用公式並做數值變形；第二層：在文字、代數式、坐標、函數圖、統計圖與幾何圖間轉換,圖↔式、表↔式、文字↔式,轉換後未保留原數學關係,3,G8國中適齡,MathAI原創語義分類
G08-A-MULFORM-APP-01-R1,G08-A-MULFORM-APP-01,A-8-1,多項式與公式,乘法公式,公式逆辨識與數值簡算,逆向與驗證,從式型辨認適用公式並做數值變形；第二層：由結果反推條件、乘回驗證、代回驗根或檢查幾何依據,反推、驗算、找錯,只會正向套步驟，無法驗證,3,G8國中適齡,MathAI原創語義分類
G08-A-MULFORM-APP-01-A1,G08-A-MULFORM-APP-01,A-8-1,多項式與公式,乘法公式,公式逆辨識與數值簡算,情境建模,從式型辨認適用公式並做數值變形；第二層：由情境設定變數、建立模型、選擇方法並解釋答案,應用/建模題,漏條件、選錯模型或未篩選合理解,4,G8國中適齡,MathAI原創語義分類
G08-A-MULFORM-APP-01-T1,G08-A-MULFORM-APP-01,A-8-1,多項式與公式,乘法公式,公式逆辨識與數值簡算,條件變形,從式型辨認適用公式並做數值變形；第二層：加入根式、分式係數、多步驟、跨表徵或干擾資訊,進階變形題,局部技巧會但整體等價或條件失控,4,G8國中適齡,MathAI原創語義分類
G08-A-MULFORM-APP-01-X1,G08-A-MULFORM-APP-01,A-8-1,多項式與公式,乘法公式,公式逆辨識與數值簡算,跨主題整合,從式型辨認適用公式並做數值變形；第二層：整合多項式、根式、方程式、函數、數列或幾何做非例行推理,跨單元/會考型,無法辨識多個技能的串接順序,5,G8國中適齡,MathAI原創語義分類
G08-A-POLY-TERM-01-C1,G08-A-POLY-TERM-01,A-8-2,多項式與公式,多項式,項係數常數項,概念辨識,辨認一元多項式的項、係數與常數項；第二層：辨認定義、條件、符號、式型或幾何性質,定義/式型/性質判斷,概念邊界、符號或條件混淆,1,G8國中適齡,MathAI原創語義分類
G08-A-POLY-TERM-01-P1,G08-A-POLY-TERM-01,A-8-2,多項式與公式,多項式,項係數常數項,標準程序,辨認一元多項式的項、係數與常數項；第二層：依標準算法完成展開、化簡、解式、作圖、統計或數列計算,標準計算/解法,程序、符號、係數或運算順序錯誤,2,G8國中適齡,MathAI原創語義分類
G08-A-POLY-TERM-01-V1,G08-A-POLY-TERM-01,A-8-2,多項式與公式,多項式,項係數常數項,多表徵轉換,辨認一元多項式的項、係數與常數項；第二層：在文字、代數式、坐標、函數圖、統計圖與幾何圖間轉換,圖↔式、表↔式、文字↔式,轉換後未保留原數學關係,3,G8國中適齡,MathAI原創語義分類
G08-A-POLY-TERM-01-R1,G08-A-POLY-TERM-01,A-8-2,多項式與公式,多項式,項係數常數項,逆向與驗證,辨認一元多項式的項、係數與常數項；第二層：由結果反推條件、乘回驗證、代回驗根或檢查幾何依據,反推、驗算、找錯,只會正向套步驟，無法驗證,3,G8國中適齡,MathAI原創語義分類
G08-A-POLY-TERM-01-A1,G08-A-POLY-TERM-01,A-8-2,多項式與公式,多項式,項係數常數項,情境建模,辨認一元多項式的項、係數與常數項；第二層：由情境設定變數、建立模型、選擇方法並解釋答案,應用/建模題,漏條件、選錯模型或未篩選合理解,4,G8國中適齡,MathAI原創語義分類
G08-A-POLY-DEG-01-C1,G08-A-POLY-DEG-01,A-8-2,多項式與公式,多項式,次數與最高次項,概念辨識,判斷單項式/多項式次數、最高次項；第二層：辨認定義、條件、符號、式型或幾何性質,定義/式型/性質判斷,概念邊界、符號或條件混淆,1,G8國中適齡,MathAI原創語義分類
G08-A-POLY-DEG-01-P1,G08-A-POLY-DEG-01,A-8-2,多項式與公式,多項式,次數與最高次項,標準程序,判斷單項式/多項式次數、最高次項；第二層：依標準算法完成展開、化簡、解式、作圖、統計或數列計算,標準計算/解法,程序、符號、係數或運算順序錯誤,2,G8國中適齡,MathAI原創語義分類
G08-A-POLY-DEG-01-V1,G08-A-POLY-DEG-01,A-8-2,多項式與公式,多項式,次數與最高次項,多表徵轉換,判斷單項式/多項式次數、最高次項；第二層：在文字、代數式、坐標、函數圖、統計圖與幾何圖間轉換,圖↔式、表↔式、文字↔式,轉換後未保留原數學關係,3,G8國中適齡,MathAI原創語義分類
G08-A-POLY-DEG-01-R1,G08-A-POLY-DEG-01,A-8-2,多項式與公式,多項式,次數與最高次項,逆向與驗證,判斷單項式/多項式次數、最高次項；第二層：由結果反推條件、乘回驗證、代回驗根或檢查幾何依據,反推、驗算、找錯,只會正向套步驟，無法驗證,3,G8國中適齡,MathAI原創語義分類
G08-A-POLY-DEG-01-A1,G08-A-POLY-DEG-01,A-8-2,多項式與公式,多項式,次數與最高次項,情境建模,判斷單項式/多項式次數、最高次項；第二層：由情境設定變數、建立模型、選擇方法並解釋答案,應用/建模題,漏條件、選錯模型或未篩選合理解,4,G8國中適齡,MathAI原創語義分類
G08-A-POLY-ORDER-01-C1,G08-A-POLY-ORDER-01,A-8-2,多項式與公式,多項式,升冪與降冪排列,概念辨識,依次數重新排列多項式；第二層：辨認定義、條件、符號、式型或幾何性質,定義/式型/性質判斷,概念邊界、符號或條件混淆,1,G8國中適齡,MathAI原創語義分類
G08-A-POLY-ORDER-01-P1,G08-A-POLY-ORDER-01,A-8-2,多項式與公式,多項式,升冪與降冪排列,標準程序,依次數重新排列多項式；第二層：依標準算法完成展開、化簡、解式、作圖、統計或數列計算,標準計算/解法,程序、符號、係數或運算順序錯誤,2,G8國中適齡,MathAI原創語義分類
G08-A-POLY-ORDER-01-V1,G08-A-POLY-ORDER-01,A-8-2,多項式與公式,多項式,升冪與降冪排列,多表徵轉換,依次數重新排列多項式；第二層：在文字、代數式、坐標、函數圖、統計圖與幾何圖間轉換,圖↔式、表↔式、文字↔式,轉換後未保留原數學關係,3,G8國中適齡,MathAI原創語義分類
G08-A-POLY-ORDER-01-R1,G08-A-POLY-ORDER-01,A-8-2,多項式與公式,多項式,升冪與降冪排列,逆向與驗證,依次數重新排列多項式；第二層：由結果反推條件、乘回驗證、代回驗根或檢查幾何依據,反推、驗算、找錯,只會正向套步驟，無法驗證,3,G8國中適齡,MathAI原創語義分類
G08-A-POLY-ORDER-01-A1,G08-A-POLY-ORDER-01,A-8-2,多項式與公式,多項式,升冪與降冪排列,情境建模,依次數重新排列多項式；第二層：由情境設定變數、建立模型、選擇方法並解釋答案,應用/建模題,漏條件、選錯模型或未篩選合理解,4,G8國中適齡,MathAI原創語義分類
G08-A-POLY-ADD-01-C1,G08-A-POLY-ADD-01,A-8-3,多項式與公式,多項式運算,多項式加法,概念辨識,對齊同類項完成橫式或直式加法；第二層：辨認定義、條件、符號、式型或幾何性質,定義/式型/性質判斷,概念邊界、符號或條件混淆,1,G8國中適齡,MathAI原創語義分類
G08-A-POLY-ADD-01-P1,G08-A-POLY-ADD-01,A-8-3,多項式與公式,多項式運算,多項式加法,標準程序,對齊同類項完成橫式或直式加法；第二層：依標準算法完成展開、化簡、解式、作圖、統計或數列計算,標準計算/解法,程序、符號、係數或運算順序錯誤,2,G8國中適齡,MathAI原創語義分類
G08-A-POLY-ADD-01-V1,G08-A-POLY-ADD-01,A-8-3,多項式與公式,多項式運算,多項式加法,多表徵轉換,對齊同類項完成橫式或直式加法；第二層：在文字、代數式、坐標、函數圖、統計圖與幾何圖間轉換,圖↔式、表↔式、文字↔式,轉換後未保留原數學關係,3,G8國中適齡,MathAI原創語義分類
G08-A-POLY-ADD-01-R1,G08-A-POLY-ADD-01,A-8-3,多項式與公式,多項式運算,多項式加法,逆向與驗證,對齊同類項完成橫式或直式加法；第二層：由結果反推條件、乘回驗證、代回驗根或檢查幾何依據,反推、驗算、找錯,只會正向套步驟，無法驗證,3,G8國中適齡,MathAI原創語義分類
G08-A-POLY-ADD-01-A1,G08-A-POLY-ADD-01,A-8-3,多項式與公式,多項式運算,多項式加法,情境建模,對齊同類項完成橫式或直式加法；第二層：由情境設定變數、建立模型、選擇方法並解釋答案,應用/建模題,漏條件、選錯模型或未篩選合理解,4,G8國中適齡,MathAI原創語義分類
G08-A-POLY-ADD-01-T1,G08-A-POLY-ADD-01,A-8-3,多項式與公式,多項式運算,多項式加法,條件變形,對齊同類項完成橫式或直式加法；第二層：加入根式、分式係數、多步驟、跨表徵或干擾資訊,進階變形題,局部技巧會但整體等價或條件失控,4,G8國中適齡,MathAI原創語義分類
G08-A-POLY-SUB-01-C1,G08-A-POLY-SUB-01,A-8-3,多項式與公式,多項式運算,多項式減法,概念辨識,處理整體負號後合併同類項；第二層：辨認定義、條件、符號、式型或幾何性質,定義/式型/性質判斷,概念邊界、符號或條件混淆,1,G8國中適齡,MathAI原創語義分類
G08-A-POLY-SUB-01-P1,G08-A-POLY-SUB-01,A-8-3,多項式與公式,多項式運算,多項式減法,標準程序,處理整體負號後合併同類項；第二層：依標準算法完成展開、化簡、解式、作圖、統計或數列計算,標準計算/解法,程序、符號、係數或運算順序錯誤,2,G8國中適齡,MathAI原創語義分類
G08-A-POLY-SUB-01-V1,G08-A-POLY-SUB-01,A-8-3,多項式與公式,多項式運算,多項式減法,多表徵轉換,處理整體負號後合併同類項；第二層：在文字、代數式、坐標、函數圖、統計圖與幾何圖間轉換,圖↔式、表↔式、文字↔式,轉換後未保留原數學關係,3,G8國中適齡,MathAI原創語義分類
G08-A-POLY-SUB-01-R1,G08-A-POLY-SUB-01,A-8-3,多項式與公式,多項式運算,多項式減法,逆向與驗證,處理整體負號後合併同類項；第二層：由結果反推條件、乘回驗證、代回驗根或檢查幾何依據,反推、驗算、找錯,只會正向套步驟，無法驗證,3,G8國中適齡,MathAI原創語義分類
G08-A-POLY-SUB-01-A1,G08-A-POLY-SUB-01,A-8-3,多項式與公式,多項式運算,多項式減法,情境建模,處理整體負號後合併同類項；第二層：由情境設定變數、建立模型、選擇方法並解釋答案,應用/建模題,漏條件、選錯模型或未篩選合理解,4,G8國中適齡,MathAI原創語義分類
G08-A-POLY-SUB-01-T1,G08-A-POLY-SUB-01,A-8-3,多項式與公式,多項式運算,多項式減法,條件變形,處理整體負號後合併同類項；第二層：加入根式、分式係數、多步驟、跨表徵或干擾資訊,進階變形題,局部技巧會但整體等價或條件失控,4,G8國中適齡,MathAI原創語義分類
G08-A-POLY-MUL-MONO-01-C1,G08-A-POLY-MUL-MONO-01,A-8-3,多項式與公式,多項式運算,單項式乘多項式,概念辨識,以分配律展開並合併；第二層：辨認定義、條件、符號、式型或幾何性質,定義/式型/性質判斷,概念邊界、符號或條件混淆,1,G8國中適齡,MathAI原創語義分類
G08-A-POLY-MUL-MONO-01-P1,G08-A-POLY-MUL-MONO-01,A-8-3,多項式與公式,多項式運算,單項式乘多項式,標準程序,以分配律展開並合併；第二層：依標準算法完成展開、化簡、解式、作圖、統計或數列計算,標準計算/解法,程序、符號、係數或運算順序錯誤,2,G8國中適齡,MathAI原創語義分類
G08-A-POLY-MUL-MONO-01-V1,G08-A-POLY-MUL-MONO-01,A-8-3,多項式與公式,多項式運算,單項式乘多項式,多表徵轉換,以分配律展開並合併；第二層：在文字、代數式、坐標、函數圖、統計圖與幾何圖間轉換,圖↔式、表↔式、文字↔式,轉換後未保留原數學關係,3,G8國中適齡,MathAI原創語義分類
G08-A-POLY-MUL-MONO-01-R1,G08-A-POLY-MUL-MONO-01,A-8-3,多項式與公式,多項式運算,單項式乘多項式,逆向與驗證,以分配律展開並合併；第二層：由結果反推條件、乘回驗證、代回驗根或檢查幾何依據,反推、驗算、找錯,只會正向套步驟，無法驗證,3,G8國中適齡,MathAI原創語義分類
G08-A-POLY-MUL-MONO-01-A1,G08-A-POLY-MUL-MONO-01,A-8-3,多項式與公式,多項式運算,單項式乘多項式,情境建模,以分配律展開並合併；第二層：由情境設定變數、建立模型、選擇方法並解釋答案,應用/建模題,漏條件、選錯模型或未篩選合理解,4,G8國中適齡,MathAI原創語義分類
G08-A-POLY-MUL-MONO-01-T1,G08-A-POLY-MUL-MONO-01,A-8-3,多項式與公式,多項式運算,單項式乘多項式,條件變形,以分配律展開並合併；第二層：加入根式、分式係數、多步驟、跨表徵或干擾資訊,進階變形題,局部技巧會但整體等價或條件失控,4,G8國中適齡,MathAI原創語義分類
G08-A-POLY-MUL-01-C1,G08-A-POLY-MUL-01,A-8-3,多項式與公式,多項式運算,多項式乘多項式,概念辨識,橫式/直式完成乘法，乘積最高至三次；第二層：辨認定義、條件、符號、式型或幾何性質,定義/式型/性質判斷,概念邊界、符號或條件混淆,1,G8國中適齡,MathAI原創語義分類
G08-A-POLY-MUL-01-P1,G08-A-POLY-MUL-01,A-8-3,多項式與公式,多項式運算,多項式乘多項式,標準程序,橫式/直式完成乘法，乘積最高至三次；第二層：依標準算法完成展開、化簡、解式、作圖、統計或數列計算,標準計算/解法,程序、符號、係數或運算順序錯誤,2,G8國中適齡,MathAI原創語義分類
G08-A-POLY-MUL-01-V1,G08-A-POLY-MUL-01,A-8-3,多項式與公式,多項式運算,多項式乘多項式,多表徵轉換,橫式/直式完成乘法，乘積最高至三次；第二層：在文字、代數式、坐標、函數圖、統計圖與幾何圖間轉換,圖↔式、表↔式、文字↔式,轉換後未保留原數學關係,3,G8國中適齡,MathAI原創語義分類
G08-A-POLY-MUL-01-R1,G08-A-POLY-MUL-01,A-8-3,多項式與公式,多項式運算,多項式乘多項式,逆向與驗證,橫式/直式完成乘法，乘積最高至三次；第二層：由結果反推條件、乘回驗證、代回驗根或檢查幾何依據,反推、驗算、找錯,只會正向套步驟，無法驗證,3,G8國中適齡,MathAI原創語義分類
G08-A-POLY-MUL-01-A1,G08-A-POLY-MUL-01,A-8-3,多項式與公式,多項式運算,多項式乘多項式,情境建模,橫式/直式完成乘法，乘積最高至三次；第二層：由情境設定變數、建立模型、選擇方法並解釋答案,應用/建模題,漏條件、選錯模型或未篩選合理解,4,G8國中適齡,MathAI原創語義分類
G08-A-POLY-MUL-01-T1,G08-A-POLY-MUL-01,A-8-3,多項式與公式,多項式運算,多項式乘多項式,條件變形,橫式/直式完成乘法，乘積最高至三次；第二層：加入根式、分式係數、多步驟、跨表徵或干擾資訊,進階變形題,局部技巧會但整體等價或條件失控,4,G8國中適齡,MathAI原創語義分類
G08-A-POLY-MUL-01-X1,G08-A-POLY-MUL-01,A-8-3,多項式與公式,多項式運算,多項式乘多項式,跨主題整合,橫式/直式完成乘法，乘積最高至三次；第二層：整合多項式、根式、方程式、函數、數列或幾何做非例行推理,跨單元/會考型,無法辨識多個技能的串接順序,5,G8國中適齡,MathAI原創語義分類
G08-A-POLY-DIV-01-C1,G08-A-POLY-DIV-01,A-8-3,多項式與公式,多項式運算,多項式除法,概念辨識,被除式二次範圍內的直式除法；第二層：辨認定義、條件、符號、式型或幾何性質,定義/式型/性質判斷,概念邊界、符號或條件混淆,1,G8國中適齡,MathAI原創語義分類
G08-A-POLY-DIV-01-P1,G08-A-POLY-DIV-01,A-8-3,多項式與公式,多項式運算,多項式除法,標準程序,被除式二次範圍內的直式除法；第二層：依標準算法完成展開、化簡、解式、作圖、統計或數列計算,標準計算/解法,程序、符號、係數或運算順序錯誤,2,G8國中適齡,MathAI原創語義分類
G08-A-POLY-DIV-01-V1,G08-A-POLY-DIV-01,A-8-3,多項式與公式,多項式運算,多項式除法,多表徵轉換,被除式二次範圍內的直式除法；第二層：在文字、代數式、坐標、函數圖、統計圖與幾何圖間轉換,圖↔式、表↔式、文字↔式,轉換後未保留原數學關係,3,G8國中適齡,MathAI原創語義分類
G08-A-POLY-DIV-01-R1,G08-A-POLY-DIV-01,A-8-3,多項式與公式,多項式運算,多項式除法,逆向與驗證,被除式二次範圍內的直式除法；第二層：由結果反推條件、乘回驗證、代回驗根或檢查幾何依據,反推、驗算、找錯,只會正向套步驟，無法驗證,3,G8國中適齡,MathAI原創語義分類
G08-A-POLY-DIV-01-A1,G08-A-POLY-DIV-01,A-8-3,多項式與公式,多項式運算,多項式除法,情境建模,被除式二次範圍內的直式除法；第二層：由情境設定變數、建立模型、選擇方法並解釋答案,應用/建模題,漏條件、選錯模型或未篩選合理解,4,G8國中適齡,MathAI原創語義分類
G08-A-POLY-DIV-01-T1,G08-A-POLY-DIV-01,A-8-3,多項式與公式,多項式運算,多項式除法,條件變形,被除式二次範圍內的直式除法；第二層：加入根式、分式係數、多步驟、跨表徵或干擾資訊,進階變形題,局部技巧會但整體等價或條件失控,4,G8國中適齡,MathAI原創語義分類
G08-A-POLY-DIV-01-X1,G08-A-POLY-DIV-01,A-8-3,多項式與公式,多項式運算,多項式除法,跨主題整合,被除式二次範圍內的直式除法；第二層：整合多項式、根式、方程式、函數、數列或幾何做非例行推理,跨單元/會考型,無法辨識多個技能的串接順序,5,G8國中適齡,MathAI原創語義分類
G08-A-POLY-ID-01-C1,G08-A-POLY-ID-01,A-8-1 / A-8-3,多項式與公式,恆等式,乘法公式驗證,概念辨識,透過展開比較兩側多項式恆等；第二層：辨認定義、條件、符號、式型或幾何性質,定義/式型/性質判斷,概念邊界、符號或條件混淆,1,G8國中適齡,MathAI原創語義分類
G08-A-POLY-ID-01-P1,G08-A-POLY-ID-01,A-8-1 / A-8-3,多項式與公式,恆等式,乘法公式驗證,標準程序,透過展開比較兩側多項式恆等；第二層：依標準算法完成展開、化簡、解式、作圖、統計或數列計算,標準計算/解法,程序、符號、係數或運算順序錯誤,2,G8國中適齡,MathAI原創語義分類
G08-A-POLY-ID-01-V1,G08-A-POLY-ID-01,A-8-1 / A-8-3,多項式與公式,恆等式,乘法公式驗證,多表徵轉換,透過展開比較兩側多項式恆等；第二層：在文字、代數式、坐標、函數圖、統計圖與幾何圖間轉換,圖↔式、表↔式、文字↔式,轉換後未保留原數學關係,3,G8國中適齡,MathAI原創語義分類
G08-A-POLY-ID-01-R1,G08-A-POLY-ID-01,A-8-1 / A-8-3,多項式與公式,恆等式,乘法公式驗證,逆向與驗證,透過展開比較兩側多項式恆等；第二層：由結果反推條件、乘回驗證、代回驗根或檢查幾何依據,反推、驗算、找錯,只會正向套步驟，無法驗證,3,G8國中適齡,MathAI原創語義分類
G08-A-POLY-ID-01-A1,G08-A-POLY-ID-01,A-8-1 / A-8-3,多項式與公式,恆等式,乘法公式驗證,情境建模,透過展開比較兩側多項式恆等；第二層：由情境設定變數、建立模型、選擇方法並解釋答案,應用/建模題,漏條件、選錯模型或未篩選合理解,4,G8國中適齡,MathAI原創語義分類
G08-A-POLY-ID-01-T1,G08-A-POLY-ID-01,A-8-1 / A-8-3,多項式與公式,恆等式,乘法公式驗證,條件變形,透過展開比較兩側多項式恆等；第二層：加入根式、分式係數、多步驟、跨表徵或干擾資訊,進階變形題,局部技巧會但整體等價或條件失控,4,G8國中適齡,MathAI原創語義分類
G08-A-POLY-ID-01-X1,G08-A-POLY-ID-01,A-8-1 / A-8-3,多項式與公式,恆等式,乘法公式驗證,跨主題整合,透過展開比較兩側多項式恆等；第二層：整合多項式、根式、方程式、函數、數列或幾何做非例行推理,跨單元/會考型,無法辨識多個技能的串接順序,5,G8國中適齡,MathAI原創語義分類
