skill_id,official_code,main_unit,subunit,skill_name,focus,difficulty
G08-A-FACTOR-GCF-01,A-8-5,因式分解,提公因式,單項式公因式,提出各項最大共同單項式,3
G08-A-FACTOR-GROUP-01,A-8-5,因式分解,提公因式,共同多項式因式,辨認共同括號/多項式因式,4
G08-A-FACTOR-SQ1-01,A-8-5,因式分解,乘法公式,完全平方公式因式分解,辨認a^2±2ab+b^2型式,3
G08-A-FACTOR-DIFFSQ-01,A-8-5,因式分解,乘法公式,平方差因式分解,辨認a^2-b^2並分解,3
G08-A-FACTOR-CROSS1-01,A-8-5,因式分解,十字交乘,首項係數1,分解x^2+bx+c整係數型,4
G08-A-FACTOR-CROSS2-01,A-8-5,因式分解,十字交乘,首項係數非1,分解ax^2+bx+c整係數型,5
G08-A-FACTOR-CHOICE-01,A-8-4 / A-8-5,因式分解,策略選擇,選擇因式分解方法,先觀察公因式再判斷公式/十字交乘,5
G08-A-FACTOR-CHECK-01,A-8-4,因式分解,驗證,乘回驗證,將分解結果展開確認等於原式,3
G08-A-QUAD-MEAN-01,A-8-6,一元二次方程式,方程式意義,一元二次方程式與解,辨認標準形式、係數與解的意義,3
G08-A-QUAD-FORM-01,A-8-6,一元二次方程式,列式,由情境列二次方程式,從面積、連續整數等情境建立方程式,4
G08-A-QUAD-FACT-01,A-8-7,一元二次方程式,解法,因式分解法,利用零乘積性質求解,4
G08-A-QUAD-SQRT-01,A-8-7,一元二次方程式,解法,平方根法,解(x+h)^2=k類型,4
G08-A-QUAD-COMPLETE-01,A-8-7,一元二次方程式,解法,配方法,把一般式轉為完全平方形式,5
G08-A-QUAD-FORMULA-01,A-8-7,一元二次方程式,解法,公式解,"正確代入a,b,c並計算二次公式",5
G08-A-QUAD-ROOTTYPE-01,A-8-7,一元二次方程式,根的判讀,根的存在與重根初步,由解法結果判斷兩實根/重根/無實根的簡單案例,5
G08-A-QUAD-CHECK-01,A-8-7,一元二次方程式,驗算,代回驗根,代回原方程式確認候選解,3
G08-A-QUAD-APP-01,A-8-7,一元二次方程式,應用,面積與數量應用,設定未知數、列式、選合理根並解釋,5
G08-A-QUAD-APPROX-01,A-8-7 / N-8-2,一元二次方程式,近似解,計算機近似根,對非整根解做適當近似與情境解釋,4
G08-D-RELATIVE-01,D-8-1,統計,次數分配,相對次數,由次數與總數計算比例/百分率,3
G08-D-CUMFREQ-01,D-8-1,統計,次數分配,累積次數,依組別依序累加次數,3
G08-D-CUMREL-01,D-8-1,統計,次數分配,累積相對次數,由累積次數轉成比例並解讀,4
G08-D-OGIVE-01,D-8-1,統計,統計圖,累積相對次數折線圖,由表製圖或由圖讀取累積比例,4
G08-D-DIST-APP-01,D-8-1,統計,資料解讀,分布比較,比較不同群體分布與門檻以上/以下比例,5
G08-N-SEQ-MEAN-01,N-8-3,數列與級數,數列,數列與項,理解有序數列、項數與規律描述,2
G08-N-SEQ-PATTERN-01,N-8-3,數列與級數,數列,一般規律數列,從數/圖形規律找後續項,3
G08-N-ARITH-MEAN-01,N-8-4,數列與級數,等差數列,首項公差,辨認等差數列並求公差,2
G08-N-ARITH-TERM-01,N-8-4,數列與級數,等差數列,等差數列一般項,使用a_n=a_1+(n-1)d求指定項,3
G08-N-ARITH-REVERSE-01,N-8-4,數列與級數,等差數列,由相鄰/含首項資料反求,在課綱允許情況由已知項求公差或項數,4
G08-N-ARITH-MID-01,N-8-4,數列與級數,等差數列,等差中項,理解三數成等差時中項與兩端平均關係,3
G08-N-ARITH-SUM-01,N-8-5,數列與級數,等差級數,前n項和,使用首末項或首項公差公式求和,4
G08-N-ARITH-SUMAPP-01,N-8-5,數列與級數,等差級數,生活與圖形應用,由座位、堆疊、階梯等建等差級數,5
G08-N-GEO-MEAN-01,N-8-6,數列與級數,等比數列,首項公比,辨認等比數列並求公比,3
G08-N-GEO-TERM-01,N-8-6,數列與級數,等比數列,等比數列一般項,使用a_n=a_1 r^(n-1)求指定項,4
G08-N-GEO-MID-01,N-8-6,數列與級數,等比數列,等比中項,在適切正數/實數情境理解中項關係,4
G08-F-FUNC-MEAN-01,F-8-1,一次函數,函數概念,對應關係,用輸入輸出與變量關係理解函數，不使用抽象f(x),3
G08-F-CONST-01,F-8-1,一次函數,函數概念,常數函數,理解y=c的輸出不隨x變化,2
G08-F-LINEAR-01,F-8-1,一次函數,函數概念,一次函數y=ax+b,從表格/式子辨認一次函數,3
G08-F-TABLE-01,F-8-1,一次函數,多表徵,函數表格,由x值算y值或由表格找線性關係,3
G08-F-GRAPH-01,F-8-2,一次函數,圖形,一次函數圖形,取點描繪y=ax+b直線,3
G08-F-CONSTGRAPH-01,F-8-2,一次函數,圖形,常數函數圖形,辨認y=c水平線,2
G08-F-GRAPH-READ-01,F-8-2,一次函數,圖形,由圖讀變化,由圖形判讀截距、增減與對應值,4
G08-F-MODEL-01,F-8-1 / F-8-2,一次函數,應用,線性情境建模,由固定費用+單位量等情境建立一次函數,5
G08-S-ANGLE-REL-01,S-8-1,三角形與角,角關係,互餘互補與對頂角,利用角關係求未知角,3
G08-S-TRANSVERSAL-01,S-8-1 / S-8-3,三角形與角,截角,同位內錯同側內角,辨認截線形成的角並連結平行性質,4
G08-S-POLY-INNER-01,S-8-2,多邊形,內角和,凸多邊形內角和,使用(n-2)×180°求內角和,3
G08-S-REGPOLY-01,S-8-2,多邊形,正多邊形,每一內角,由內角和求正n邊形每一內角,4
G08-S-PARALLEL-01,S-8-3,平行,截角性質,由平行推角關係,利用同位/內錯等角與同側互補,4
G08-S-PARALLEL-REV-01,S-8-3,平行,判定,由角關係判平行,利用截角關係判定兩直線平行,4
G08-S-CONGRUENT-01,S-8-4,全等,全等圖形,全等與對應,判斷全等並配對對應頂點邊角,3
G08-S-TRI-SSS-01,S-8-5,全等,三角形判定,SSS,以三邊條件判定全等,3
G08-S-TRI-SAS-01,S-8-5,全等,三角形判定,SAS,以兩邊及夾角判定全等,3
G08-S-TRI-ASA-01,S-8-5,全等,三角形判定,ASA/AAS,以角邊條件判定全等,4
G08-S-TRI-RHS-01,S-8-5,全等,三角形判定,RHS,直角三角形斜邊直角邊全等,4
G08-S-CONG-PROOF-01,S-8-5 / S-8-12,全等,幾何推理,由全等推出邊角相等,用明確依據寫簡單推理鏈,5
G08-S-EQUIL-H-01,S-8-7,面積,正三角形,正三角形高,由畢氏定理求邊長a正三角形高,4
G08-S-EQUIL-A-01,S-8-7,面積,正三角形,正三角形面積,使用√3/4 a^2並理解來源,4
G08-S-COMPOSITE-AREA-01,S-8-7,面積,複合圖形,含正三角形/根式的複合面積,結合切割補形與根式,5
G08-S-ISO-01,S-8-8,三角形性質,等腰三角形,等邊對等角,由等腰性質求角/邊,3
G08-S-BIGANGLE-01,S-8-8,三角形性質,邊角關係,大角對大邊,比較非等腰三角形邊角大小,4
G08-S-TRI-INEQ-01,S-8-8,三角形性質,三角不等式,兩邊和大於第三邊,判斷能否成三角形與未知邊範圍,4
G08-S-EXTERIOR-01,S-8-8,三角形性質,外角,外角等於兩內對角和,求角與建立簡單推理,4
G08-S-PARA-PROP-01,S-8-9,四邊形,平行四邊形,邊角與對角線性質,掌握對邊平行等長、對角相等、對角線互相平分,4
G08-S-PARA-TEST-01,S-8-9,四邊形,平行四邊形,判定條件,由邊、角、對角線條件判平行四邊形,5
G08-S-RECT-PROP-01,S-8-10,四邊形,長方形,對角線等長互相平分,利用長方形對角線性質,4
G08-S-RHOM-PROP-01,S-8-10,四邊形,菱形,對角線垂直平分,利用菱形對角線性質,4
G08-S-KITE-PROP-01,S-8-10,四邊形,箏形,一條對角線垂直平分另一條,利用箏形對角線性質,4
G08-S-TRAP-ISO-01,S-8-11,四邊形,等腰梯形,底角相等與線對稱,由等腰梯形性質求角與邊,4
G08-S-TRAP-MID-01,S-8-11,四邊形,梯形,中點連線,兩腰中點連線平行底邊且長為兩底和一半,5
G08-S-COMPASS-COPY-01,S-8-12,尺規作圖,基本作圖,複製線段角三角形,使用無刻度直尺圓規完成複製,3
G08-S-COMPASS-BISECT-01,S-8-12,尺規作圖,基本作圖,中垂線與角平分線,完成標準作圖並說明依據,4
G08-S-COMPASS-PERP-01,S-8-12,尺規作圖,基本作圖,作垂直線與平行線,依幾何性質完成作圖,4
G08-S-PROOF-BASIC-01,S-8-12,尺規作圖,幾何推理,寫出性質依據,將角關係、全等、平行等性質串成簡單推理,5
