skill_id,prerequisites,graph_status,missing_refs
G07-A-SYSTEM-CHECK-01,G07-A-SYSTEM-MEAN-01;G07-A-SUBSTITUTE-01,ready,
G07-A-SYSTEM-APP-01,G07-A-SUBMETHOD-01;G07-A-ELIMMETHOD-01;G07-A-SYSTEM-FORM-01,ready,
G07-G-COORD-01,G06-S-MAPSCALE-01;G04-N-NUMBERLINE-02,ready,
G07-G-PLOT-01,G07-G-COORD-01,ready,
G07-G-DIST-01,G07-G-PLOT-01;G07-N-ABS-01,ready,
G07-A-LINEGRAPH-01,G07-A-TWOEQ-MEAN-01;G07-G-PLOT-01,ready,
G07-A-HVLINE-01,G07-A-LINEGRAPH-01;G07-G-COORD-01,ready,
G07-A-SYS-GEO-01,G07-A-LINEGRAPH-01;G07-A-SYSTEM-MEAN-01,ready,
G07-N-RATIO-01,G06-N-RATIO-01;G06-N-RATIO-02,ready,
G07-N-PROP-01,G06-N-RATIO-03;G07-A-SOLVE-01,ready,
G07-N-DIRECT-01,G06-N-RATIO-APP-01;G07-G-COORD-01,ready,
G07-N-INVERSE-01,G06-N-RATIO-APP-01;G07-A-SYMBOL-01,ready,
G07-N-PROP-APP-01,G07-N-PROP-01;G06-S-MAPSCALE-02,ready,
G07-A-INEQ-MEAN-01,G07-A-LINEQ-MEAN-01;G07-N-NUMBERLINE-01,ready,
G07-A-INEQ-FORM-01,G07-A-LINEQ-FORM-01;G07-A-INEQ-MEAN-01,ready,
G07-A-INEQ-SOLVE-01,G07-A-SOLVE-01;G07-A-INEQ-MEAN-01,ready,
G07-A-INEQ-LINE-01,G07-A-INEQ-SOLVE-01;G07-N-NUMBERLINE-01,ready,
G07-A-INEQ-APP-01,G07-A-INEQ-FORM-01;G07-A-INEQ-SOLVE-01,ready,
G07-D-CHART-01,G06-D-PIE-03;G05-D-LINE-02,ready,
G07-D-HIST-01,G07-D-CHART-01,ready,
G07-D-CONTINGENCY-01,G07-D-CHART-01,ready,
G07-D-MEAN-01,G06-D-PIE-01;G06-R-MIXED-01,ready,
G07-D-MEDIAN-01,G07-D-CHART-01,ready,
G07-D-MODE-01,G07-D-CHART-01,ready,
G07-D-COMPARE-01,G07-D-MEAN-01;G07-D-MEDIAN-01;G07-D-MODE-01,ready,
G07-S-NOTATION-01,G04-S-PERP-01;G04-S-TRI-CLASS-01,ready,
G07-S-THREEVIEW-01,G06-S-PRISM-VOL-01;G05-S-SOLID-01,ready,
G07-S-THREEVIEW-02,G07-S-THREEVIEW-01,ready,
G07-S-PERP-01,G04-S-PERP-01;G07-S-NOTATION-01,ready,
G07-S-POINTLINE-01,G07-S-PERP-01,ready,
G07-S-SYM-PROP-01,G05-S-SYM-01;G04-S-CONGRUENT-MAP-01,ready,
G07-S-SYM-FIG-01,G07-S-SYM-PROP-01;G04-S-QUAD-01,ready,
