skill_id,official_code,main_unit,subunit,skill_name,focus,difficulty
G07-N-SCI-01,N-7-8,科學記號,表示與轉換,大數科學記號,把大於等於10的正數寫為a×10^n,2
G07-N-SCI-SMALL-01,N-7-8,科學記號,表示與轉換,小數科學記號,以10的負整數次方理解很小的正數,3
G07-N-SCI-CMP-01,N-7-8,科學記號,表示與轉換,科學記號大小比較,優先比較10的次方再比較有效數字,3
G07-A-SYMBOL-01,A-7-1,代數式,符號表示,以字母代表數,從具體量轉為代數符號與代數式,2
G07-A-EXPR-READ-01,A-7-1,代數式,代數式,代數式簡記與讀法,正確使用乘號省略、係數、常數項,2
G07-A-LIKE-01,A-7-1,代數式,化簡,同類項辨認,依文字部分與次方判斷同類項,3
G07-A-COMBINE-01,A-7-1,代數式,化簡,合併同類項,利用分配律合併一次式同類項,3
G07-A-SUBSTITUTE-01,A-7-1,代數式,代入,代數式求值,將指定數值代入一次式並注意負數括號,3
G07-A-EXPR-APP-01,A-7-1,代數式,情境列式,文字轉代數式,由單價、距離、年齡、規律等敘述列式,4
G07-A-LINEQ-MEAN-01,A-7-2,一元一次方程式,方程式意義,方程式與解,辨認一元一次方程式並理解解使等式成立,2
G07-A-LINEQ-FORM-01,A-7-2,一元一次方程式,列方程式,文字轉方程式,從等量關係列一元一次方程式,4
G07-A-EQUALITY-01,A-7-3,一元一次方程式,解法,等量公理,理解等式兩邊同加減乘除非零數仍相等,3
G07-A-TRANSPOSE-01,A-7-3,一元一次方程式,解法,移項法則,把移項視為等量操作的簡寫,3
G07-A-SOLVE-01,A-7-3,一元一次方程式,解法,含括號與分數的一次方程式,整理同類項、去括號後求解,4
G07-A-CHECK-01,A-7-3,一元一次方程式,驗算,代回驗算,把解代回原式檢查,2
G07-A-EQAPP-01,A-7-3,一元一次方程式,應用,一元一次方程式文字題,依題意設定未知數、列式、求解與解釋,5
G07-A-TWOEQ-MEAN-01,A-7-4,二元一次聯立,方程式意義,二元一次方程式與解,理解有兩未知數的線性等式及有序數對解,3
G07-A-SYSTEM-MEAN-01,A-7-4,二元一次聯立,聯立意義,聯立方程式與共同解,理解同時滿足兩式的有序數對,3
G07-A-SYSTEM-FORM-01,A-7-4,二元一次聯立,列式,文字轉聯立方程式,由兩個獨立條件列兩個方程式,4
G07-A-SUBMETHOD-01,A-7-5,二元一次聯立,解法,代入消去法,由一式解出一未知量並代入另一式,4
G07-A-ELIMMETHOD-01,A-7-5,二元一次聯立,解法,加減消去法,調整係數後相加減消去未知數,4
G07-A-SYSTEM-CHECK-01,A-7-5,二元一次聯立,驗算,聯立解驗算,代回兩式確認共同成立,3
G07-A-SYSTEM-APP-01,A-7-5,二元一次聯立,應用,二元一次聯立文字題,處理數量、價格、速率等雙條件情境,5
G07-G-COORD-01,G-7-1,坐標,直角坐標系,坐標軸與象限,辨認原點、x/y軸與四象限,2
G07-G-PLOT-01,G-7-1,坐標,直角坐標系,報讀與標示坐標點,"由(x,y)標點或由點讀坐標",2
G07-G-DIST-01,G-7-1,坐標,直角坐標系,水平垂直距離,同x或同y點的距離與方位,3
G07-A-LINEGRAPH-01,A-7-6 / G-7-1,坐標與方程式,二元一次方程式圖形,由方程式找點畫直線,選取解的有序數對並描繪直線,4
G07-A-HVLINE-01,A-7-6 / G-7-1,坐標與方程式,特殊直線,x=c與y=c,辨認鉛垂線與水平線,3
G07-A-SYS-GEO-01,A-7-6,坐標與方程式,聯立幾何意義,兩直線交點與唯一解,把聯立唯一解解讀為兩直線交點,4
G07-N-RATIO-01,N-7-9,比例,比與比例式,比與比值,理解比、比值及同/異類量意義,2
G07-N-PROP-01,N-7-9,比例,比與比例式,比例式,利用內項積=外項積解比例式,3
G07-N-DIRECT-01,N-7-9,比例,正比,正比關係,辨認y=kx並用表格/圖形/情境表示,4
G07-N-INVERSE-01,N-7-9,比例,反比,反比關係,辨認xy=k並處理基本反比應用,4
G07-N-PROP-APP-01,N-7-9,比例,比例應用,比例式生活題,比例分配、單價、縮放與速率類情境,4
G07-A-INEQ-MEAN-01,A-7-7,一元一次不等式,不等式意義,不等號與數量範圍,"理解>,<,≥,≤所表達的範圍",2
G07-A-INEQ-FORM-01,A-7-7,一元一次不等式,列不等式,文字轉不等式,把至少、至多、超過、不足等語句列式,4
G07-A-INEQ-SOLVE-01,A-7-8,一元一次不等式,解法,單一一元一次不等式,以等量操作概念求解並注意乘除負數反向,4
G07-A-INEQ-LINE-01,A-7-8,一元一次不等式,數線,解集數線表示,以空心/實心點與方向表示解集,3
G07-A-INEQ-APP-01,A-7-8,一元一次不等式,應用,範圍與最少最多問題,由限制條件列不等式並解釋整數/實數解,5
G07-D-CHART-01,D-7-1,統計,統計圖表,統計圖表判讀,讀取長條、折線、圓形、直方圖與列聯表,3
G07-D-HIST-01,D-7-1,統計,統計圖表,直方圖,理解組距、次數與柱狀相鄰的意義,3
G07-D-CONTINGENCY-01,D-7-1,統計,統計圖表,列聯表,由二維分類表讀取小計、總計與條件資訊,4
G07-D-MEAN-01,D-7-2,統計,統計量,平均數,計算平均並理解平衡/代表意義,3
G07-D-MEDIAN-01,D-7-2,統計,統計量,中位數,排序後找中位數並處理奇偶筆資料,3
G07-D-MODE-01,D-7-2,統計,統計量,眾數,辨認出現次數最多值與多眾數情況,2
G07-D-COMPARE-01,D-7-2,統計,統計量,比較平均中位眾數,依資料特性選合適代表值並說明,4
G07-S-NOTATION-01,S-7-1,幾何基礎,幾何符號,點線線段射線角符號,正確讀寫基本幾何物件與符號,2
G07-S-THREEVIEW-01,S-7-2,立體幾何,三視圖,由立體判讀三視圖,從前上左/右方向投影辨認方格圖,3
G07-S-THREEVIEW-02,S-7-2,立體幾何,三視圖,由三視圖推立體,在3×3×3且不挖空限制下推理積木配置,5
G07-S-PERP-01,S-7-3,幾何關係,垂直,垂直符號與中垂線,理解垂直、線段中垂線與性質,3
G07-S-POINTLINE-01,S-7-3,幾何關係,垂直,點到直線距離,理解垂線段是點到直線的最短距離,3
G07-S-SYM-PROP-01,S-7-4,線對稱,性質,線對稱性質,對稱線段等長、角相等、對稱點連線被垂直平分,4
G07-S-SYM-FIG-01,S-7-5,線對稱,基本圖形,線對稱圖形判別,判斷等腰三角形、正方形、菱形、箏形、正多邊形的對稱軸,3
