skill_id,official_code,main_unit,subunit,skill_name,focus,difficulty
G02-N-MUL-0-1-10-01,N-2-6 / N-2-7,乘法,乘法表,0、1、10的乘法,理解特殊乘數的意義而非死背,2
G02-N-MUL-TABLE-01,N-2-7,乘法,九九乘法,1到10乘法熟練,在理解基礎上熟練十十乘法,3
G02-R-MULCOMM-01,R-2-3,乘法,乘法關係,交換乘數與被乘數,以陣列/分組理解交換後積相同,3
G02-N-MULADD-01,N-2-8,兩步驟,乘加,先乘後加,用分步算式處理同數群組加額外量,3
G02-N-MULSUB-01,N-2-8,兩步驟,乘減,先乘後減,用分步算式處理總群組扣除部分,3
G02-N-SHARE-01,N-2-9,除法前置,平分,平均分,將總量公平分成若干份,2
G02-N-GROUP-01,N-2-9,除法前置,分裝,每份固定量,以固定每份數量求可分幾份,2
G02-N-SHARE-REL-01,N-2-9 / N-2-6,除法前置,乘除關係前置,用乘法檢查分裝平分,以已知乘法事實驗證分配結果,3
G02-N-FRAC-UNIT-01,N-2-10,分數,單位分數,二分之一與四分之一,由等分操作建立單位分數,2
G02-N-FRAC-UNIT-02,N-2-10,分數,單位分數,幾分之一,理解分母表示等分份數,2
G02-N-FRAC-CMP-01,N-2-10,分數,單位分數,單位分數大小初步,在同一整體下理解分得越多每份越小,3
G02-N-CM-01,N-2-11 / S-2-3,長度,公分,認識1公分,以標準單位與尺建立長度量感,2
G02-N-METER-01,N-2-11,長度,公尺,認識1公尺,建立公尺量感並知道100公分=1公尺,2
G02-N-RULER-01,N-2-11 / S-2-3,長度,測量,用尺測量與畫線,由0刻度起測並畫指定長度線段,2
G02-N-LENOPS-01,N-2-11,長度,長度加減,同單位長度運算,處理公分或公尺的簡單加減,3
G02-S-PERIM-01,S-2-4,幾何,周界與周長,圖形邊長總和,辨識周界並計算簡單圖形周長,3
G02-N-CAP-01,N-2-12,量,容量,直接/間接比較容量,以倒水與容器比較容量大小,2
G02-N-WEIGHT-01,N-2-12,量,重量,直接/間接比較重量,用手感或天平做重量比較,2
G02-S-AREA-01,N-2-12 / S-2-5,量與幾何,面積,面的直接比較,重疊比較面積大小,2
G02-S-AREA-02,N-2-12 / S-2-5,量與幾何,面積,間接與個別單位比較,用相同小方格/圖形覆蓋比較面積,3
G02-N-CLOCK-01,N-2-13,時間,鐘面,幾時幾分,讀取時針分針到5分刻度與常用分鐘,2
G02-N-CLOCK-02,N-2-13,時間,鐘面,前後時刻比較,判斷同日簡單事件的時刻先後,2
G02-N-CALENDAR-01,N-2-14,時間,日曆,年、月、日、星期,由月曆查找日期與星期,2
G02-N-CALENDAR-02,N-2-14,時間,日曆,月份天數與順序,認識月份順序與各月天數的生活性知識,2
G02-S-FEATURE-01,S-2-1 / S-2-2,幾何,平面圖形,邊角頂點,辨認簡單圖形的邊、角、頂點,2
G02-S-TRIQUAD-01,S-2-2,幾何,平面圖形,三角形與四邊形,依邊數角數辨認與分類,2
G02-S-SPECIAL-01,S-2-2,幾何,特殊圖形,正方形長方形正三角形,觀察簡單邊長關係,3
G02-S-INOUT-01,S-2-4,幾何,平面圖形,周界內部外部,辨認封閉圖形的內部、外部與周界,2
G02-S-SOLID-01,S-2-2,幾何,立體形體,常見立體分類,辨認球、柱狀、盒狀等常見立體形體,2
G02-R-TRANSITIVE-01,R-2-1,關係,比較關係,大小遞移,由兩組比較推論第三組大小,3
G02-D-TABLE-01,D-2-1,資料,分類與呈現,分類紀錄,依規則分類並以簡單表徵記錄,2
G02-D-READ-01,D-2-1,資料,分類與呈現,報讀分類結果,回答最多最少相差等簡單問題,2
