skill_id,prerequisites,graph_status,missing_refs
G09-S-SPACE-VIEW-01,G09-S-SPACE-LINE-01;G07-S-THREEVIEW-01,ready,
G09-S-PRISM-NET-01,G07-S-THREEVIEW-01;G06-S-PRISM-SURF-01,ready,
G09-S-PRISM-SA-01,G09-S-PRISM-NET-01;G06-S-PRISM-SURF-01,ready,
G09-S-PRISM-VOL-01,G06-S-PRISM-VOL-01,ready,
G09-S-CONE-NET-01,G06-S-SECTORAREA-01;G09-S-ARC-01,ready,
G09-S-CONE-SA-01,G09-S-CONE-NET-01;G09-S-ARCLEN-01,ready,
G09-S-PYRAMID-NET-01,G09-S-PRISM-NET-01;G08-S-POLY-INNER-01,ready,
G09-S-PYRAMID-SA-01,G09-S-PYRAMID-NET-01;G05-S-AREA-TRI-01,ready,
G09-F-QUAD-MEAN-01,G08-A-QUAD-MEAN-01;G08-F-FUNC-MEAN-01;G08-F-LINEAR-01,ready,
G09-F-QUAD-CONTEXT-01,G08-A-QUAD-APP-01;G08-F-MODEL-01,ready,
G09-F-PARABOLA-01,G09-F-QUAD-MEAN-01;G07-G-PLOT-01,ready,
G09-F-SHIFT-V-01,G09-F-PARABOLA-01,ready,
G09-F-SHIFT-H-01,G09-F-PARABOLA-01,ready,
G09-F-VERTEX-01,G09-F-SHIFT-V-01;G09-F-SHIFT-H-01,ready,
G09-F-EXTREME-01,G09-F-VERTEX-01,ready,
G09-F-GRAPH-TRANS-01,G09-F-VERTEX-01,ready,
G09-F-QUAD-GRAPH-APP-01,G09-F-EXTREME-01,ready,
G09-D-RANGE-01,G07-D-COMPARE-01,ready,
G09-D-QUARTILE-01,G07-D-MEDIAN-01;G08-D-CUMFREQ-01,ready,
G09-D-IQR-01,G09-D-QUARTILE-01,ready,
G09-D-BOXPLOT-READ-01,G09-D-QUARTILE-01;G09-D-RANGE-01,ready,
G09-D-BOXPLOT-COMP-01,G09-D-BOXPLOT-READ-01;G09-D-IQR-01,ready,
G09-D-PROB-MEAN-01,G06-D-PROB-01;G07-N-RATIO-01,ready,
G09-D-TREE-01,G09-D-PROB-MEAN-01,ready,
G09-D-TREE-PROB-01,G09-D-TREE-01,ready,
G09-D-CLASSICAL-01,G09-D-PROB-MEAN-01,ready,
G09-D-COIN-DICE-01,G09-D-CLASSICAL-01,ready,
G09-D-COMPLEMENT-01,G09-D-CLASSICAL-01,ready,
G09-D-EXPERIMENT-01,G08-D-RELATIVE-01;G09-D-PROB-MEAN-01,ready,
