publisher,semester,unit_no,unit_title,source_url,structure_status,school_year_status
南一,一上,9,讀鐘錶,https://www.junyiacademy.org/topics/n-m1a,publisher_structure_verified,school_year_pending
南一,一下,1,數到100,https://www.junyiacademy.org/topics/n-m1a,publisher_structure_verified,school_year_pending
南一,一下,2,18以內的加法,https://www.junyiacademy.org/topics/n-m1a,publisher_structure_verified,school_year_pending
南一,一下,3,長度,https://www.junyiacademy.org/topics/n-m1a,publisher_structure_verified,school_year_pending
南一,一下,4,18以內的減法,https://www.junyiacademy.org/topics/n-m1a,publisher_structure_verified,school_year_pending
南一,一下,5,圖形和形體,https://www.junyiacademy.org/topics/n-m1a,publisher_structure_verified,school_year_pending
南一,一下,6,幾月幾日,https://www.junyiacademy.org/topics/n-m1a,publisher_structure_verified,school_year_pending
南一,一下,7,錢幣,https://www.junyiacademy.org/topics/n-m1a,publisher_structure_verified,school_year_pending
南一,一下,8,二位數的加減,https://www.junyiacademy.org/topics/n-m1a,publisher_structure_verified,school_year_pending
南一,一下,9,做紀錄,https://www.junyiacademy.org/topics/n-m1a,publisher_structure_verified,school_year_pending
