skill_id,official_code,main_unit,subunit,skill_name,focus,difficulty
G03-N-2STEP-02,N-3-7,兩步驟,加減除混合,先除再加減,由平均/分裝後接續加減,4
G03-N-2STEP-03,N-3-7,兩步驟,乘除混合,倍數與分組兩步驟,建立單位量、總量、份數的連續關係,4
G03-N-EST-4OPS-01,N-3-8,估算,四則估算,合理估算策略,依運算選合適概數，不追求唯一估法,3
G03-N-FRAC-BASIC-01,N-3-9,分數,分數概念,幾分之幾,由連續量/離散量等分認識一般分數,2
G03-N-FRAC-ONE-01,N-3-9,分數,分數與1,分子等於分母,理解數個單位分數合成1,2
G03-N-FRAC-CMP-01,N-3-9,分數,同分母分數,同分母大小比較,同一整體、分母相同時比較分子,2
G03-N-FRAC-ADD-01,N-3-9,分數,同分母加減,同分母分數加法,以單位分數累加理解分子相加,3
G03-N-FRAC-SUB-01,N-3-9,分數,同分母加減,同分母分數減法,以單位分數移除理解分子相減,3
G03-N-FRAC-NUMBERLINE-01,N-3-9 / N-3-11,分數,數線,分數在數線上的位置,把0到1或大於1的簡單分數放到數線,3
G03-N-DEC-01,N-3-10,小數,一位小數,0.1與十分位,由十分之一公尺/公升等量感建立小數,2
G03-N-DEC-PLACE-01,N-3-10,小數,一位小數,十分位位值,讀寫一位小數並理解整數與十分位,2
G03-N-DEC-CMP-01,N-3-10,小數,一位小數,大小比較,以位值與數線比較一位小數,2
G03-N-DEC-ADD-01,N-3-10,小數,一位小數,小數加法,小數點對齊並做簡單一位小數加法,3
G03-N-DEC-SUB-01,N-3-10,小數,一位小數,小數減法,小數點對齊並做簡單一位小數減法,3
G03-N-DEC-NUMBERLINE-01,N-3-10 / N-3-11,小數,數線,一位小數數線,在數線定位0.1為單位的小數,3
G03-N-NUMBERLINE-01,N-3-11,數線,整數數線,定位與大小,讀取刻度、缺數與兩點距離,2
G03-N-MM-01,N-3-12,長度,毫米,認識1毫米,建立毫米量感並使用尺細分刻度,2
G03-N-MM-CONV-01,N-3-12,長度,毫米,公分毫米換算,理解1公分=10毫米並化聚,2
G03-N-MM-OPS-01,N-3-12,長度,毫米,長度計算,公分毫米的加減與簡單倍數,3
G03-S-ANGLE-01,N-3-13 / S-3-1,角,角的概念,頂點與兩邊,透過張開程度理解角而非邊長,2
G03-S-RIGHT-01,N-3-13 / S-3-1,角,角的分類,直角,用三角板直角檢驗角,2
G03-S-ACUTEOBTUSE-01,N-3-13 / S-3-1,角,角的分類,銳角與鈍角,相對直角判斷小於/大於直角,3
G03-S-RECT-01,S-3-2,幾何,正方形與長方形,邊角性質,辨認四直角及邊長關係,2
G03-S-PERIM-01,S-3-2,幾何,周長,長方形正方形周長,由邊長總和求周長並反求簡單邊長,3
G03-N-CM2-01,N-3-14,面積,平方公分,1平方公分,建立標準面積單位量感,2
G03-N-CM2-COUNT-01,N-3-14,面積,平方公分,方格鋪排計數,以1平方公分方格計數不規則/規則圖形面積,3
G03-N-CM2-MUL-01,N-3-14,面積,平方公分,用乘法加速計數,利用行列排列用乘法求方格數，不提前教正式面積公式,3
G03-S-AREA-CUT-01,N-3-14 / S-3-4,面積,切割拼湊,等積重組,切割重組後用單位方格比較或計算面積,4
G03-N-L-01,N-3-15,容量,公升毫升,認識公升與毫升,建立1L、1mL量感與生活容器連結,2
G03-N-L-CONV-01,N-3-15,容量,公升毫升,L與mL換算,理解1L=1000mL,2
G03-N-L-OPS-01,N-3-15,容量,公升毫升,容量加減,同/複名數簡單容量運算與應用,3
G03-N-KG-01,N-3-16,重量,公斤公克,認識公斤與公克,建立1kg、1g量感與秤重讀值,2
G03-N-KG-CONV-01,N-3-16,重量,公斤公克,kg與g換算,理解1kg=1000g,2
G03-N-KG-OPS-01,N-3-16,重量,公斤公克,重量加減,同/複名數簡單重量運算與應用,3
G03-N-TIME24-01,N-3-17,時間,24時制,12/24時制轉換,理解上午下午與0~24時表示,2
G03-N-TIMEUNIT-01,N-3-17,時間,時間單位,日-時-分-秒關係,1日=24時、1時=60分、1分=60秒,2
G03-N-TIMECALC-01,N-3-17,時間,時間計算,之前/之後時刻,處理同日或明確範圍的時分加減,3
G03-N-ELAPSED-01,N-3-17,時間,時間計算,經過時間,由開始與結束時刻求經過時間,4
G03-S-CIRCLE-01,S-3-3,圓,圓的構造,圓心半徑直徑,辨認圓心、半徑、直徑及基本關係,2
G03-S-COMPASS-01,S-3-3,圓,圓規,用圓規畫圓,固定圓心與半徑畫指定大小圓,2
G03-S-OPERATE-01,S-3-4,幾何操作,切割拼湊,平面圖形重組,透過剪拼辨認形狀與不變特徵,3
G03-R-PATTERN-01,R-3-2,規律,數列規律,固定加減規律,找出相鄰項變化並延伸,3
G03-R-PATTERN-02,R-3-2,規律,圖形顏色規律,週期與排列,辨認重複週期與位置,3
G03-R-PATTERN-03,R-3-2,規律,表格規律,用表格找關係,從資料表觀察兩量變化規律,4
G03-D-1WAY-01,D-3-1,資料,表格,一維表格,整理單一分類資料並報讀,2
G03-D-2WAY-01,D-3-1,資料,表格,二維表格,同時依兩個類別讀寫交叉表,3
G03-D-TABLE-APP-01,D-3-1,資料,表格,表格推理,由表格做總和、差、最多最少等推論,3
